Starling ID,Headwords,Gloss,chosen_abbr,v1_choice,differs_from_v1,enrichment_used,suggestion_1,field_1,score_1,suggestion_2,field_2,score_2,suggestion_3,field_3,score_3
PDR1235,*ńēd_-,"to rise, sprout",AV_SS,AV_CT,YES,yes,AV_SS,Agriculture & Vegetation — to Sow; Seed,0.484,MO_RI,Motion & Transportation — to Rise,0.443,AV_RO,Agriculture & Vegetation — Root,0.430
PDR1236,*ńēind_-,day,TI_DA,TI_DA,,yes,TI_DA,Time — Day,0.605,TI_YD,Time — Yesterday,0.492,TI_MG,Time — Morning,0.458
PDR1237,*ńēl-,earth,PW_GS,PW_EL,YES,yes,PW_GS,"Physical World — Ground, Soil",0.553,PW_EL,"Physical World — Earth, Land",0.531,PW_SK,"Physical World — Sky, Heavens",0.399
PDR1238,*ńēl-,to hang,MO_JL,TI_FI,YES,yes,MO_JL,"Motion & Transportation — to Jump, Leap",0.335,MO_RL,"Motion & Transportation — to Lift, Raise",0.324,AN_ST,"Animals — Stall, Stable",0.322
PDR1239,*ńēm- (?),to sift; to thresh,SP_SE,AV_TH,YES,yes,SP_SE,Sense Perception — to See,0.377,SP_LO,Sense Perception — to Look,0.374,PA_SW,Physical Acts & Materials — to Sweep,0.373
PDR1240,*nēnǯ-,to breathe,BP_BB,BP_BB,,yes,BP_BB,Body Parts & Functions — to Breathe; Breath,0.523,BP_FB,"Body Parts & Functions — to Fart, Break Wind",0.457,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.402
PDR1241,*ńēŋel-,plough,AV_PL,AV_PL,,yes,AV_PL,Agriculture & Vegetation — to Plow; Plow,0.631,AV_SH,Agriculture & Vegetation — Shovel (n),0.479,AV_SI,"Agriculture & Vegetation — Scythe, Sickle",0.398
PDR1242,*nē-r-,1 time 2 sun,TI_DA,PW_SU,YES,yes,TI_DA,Time — Day,0.487,TI_NG,Time — Night,0.472,TI_CW,"Time — Clock, Watch",0.462
PDR1243,*nēr-,"to assemble, meet; to learn; to resemble",SO_ME,MT_LE,YES,yes,SO_ME,Social Relations — to Meet,0.520,SR_CG,"Spatial Relations — to Gather, Collect",0.499,SO_CN,Social Relations — Common (adj),0.395
PDR1244,*nēr-,thin,SR_NS,SR_NS,,,SR_NS,Spatial Relations — Thin (in Density),0.461,SR_ND,Spatial Relations — Thin (in Dimension),0.429,SR_TS,Spatial Relations — Thick (in Density),0.383
PDR1245,*nēr- (?),dry,SP_WD,PA_WA,YES,yes,SP_WD,"Sense Perception — Wet, Damp",0.523,SP_DR,"Sense Perception — Dry, Arid",0.509,PW_RA,Physical World — Rain (n),0.354
PDR1246,*ńērḍ- (?),jambu tree,AV_TR,PW_TR,YES,yes,AV_TR,Agriculture & Vegetation — Tree (generic),0.452,FD_FR,Food & Drink — Fruit,0.421,FD_PC,Food & Drink — Peach,0.370
PDR1247,*nēr_-,yesterday,TI_YD,TI_YD,,yes,TI_YD,Time — Yesterday,0.568,TI_DA,Time — Day,0.415,TI_TD,Time — Today,0.392
PDR1248,*ńēsir- (?),sun,PW_SU,PW_SU,,yes,PW_SU,Physical World — Sun,0.517,TI_MG,Time — Morning,0.433,TI_SM,Time — Summer,0.396
PDR1249,*nēṬ-,"to seek, obtain",PT_SE,PT_SE,,yes,PT_SE,Possession & Trade — to Seek,0.582,PT_GO,"Possession & Trade — to Get, Obtain",0.518,EM_DE,Emotion — to Desire,0.499
PDR1250,*nig-,"to shine, glitter",SP_SH,CA_DY,YES,yes,SP_SH,"Sense Perception — to Shine, Glisten",0.529,CA_JW,"Clothing & Adornment — Gem, Jewel",0.507,CA_DY,Clothing & Adornment — to Dye,0.401
PDR1251,*niɣd_-,ashes,PW_AS,PW_AS,,yes,PW_AS,Physical World — Ash(es),0.524,PW_DU,"Physical World — Dust, Powder",0.343,BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",0.327
PDR1252,*nijur,live coal,PW_FI,PW_SM,YES,yes,PW_FI,Physical World — Fire (n),0.404,PW_FL,Physical World — Flame (n),0.391,PW_AS,Physical World — Ash(es),0.384
PDR1253,*ńil-,to stand,SR_ST,WH_SU,YES,yes,SR_ST,Spatial Relations — to Stand,0.493,AN_ST,"Animals — Stall, Stable",0.358,MO_WA,Motion & Transportation — to Walk,0.352
PDR1254,*nil- (*-e-),earth,PW_GS,PW_EL,YES,yes,PW_GS,"Physical World — Ground, Soil",0.568,PW_EL,"Physical World — Earth, Land",0.524,PW_SK,"Physical World — Sky, Heavens",0.400
PDR1255,*nind_-,to be full,QN_FU,QN_FU,,yes,QN_FU,Quantity & Number — Full,0.461,FD_SU,"Food & Drink — to Suck, Suckle",0.384,EM_DE,Emotion — to Desire,0.368
PDR1256,*nip-,shoulder,BP_SD,BP_SD,,yes,BP_SD,Body Parts & Functions — Shoulder,0.657,BP_EL,Body Parts & Functions — Elbow,0.496,BP_NK,Body Parts & Functions — Neck,0.492
PDR1257,*nirḍ-,last year,TI_YR,TI_YR,,yes,TI_YR,Time — Year,0.519,TI_MT,Time — Month,0.371,TI_YD,Time — Yesterday,0.311
PDR1258,*niṭ-,"straight, erect",SR_SG,SR_SG,,yes,SR_SG,Spatial Relations — Straight,0.442,SP_SP,Sense Perception — Sharp,0.299,SR_FL,Spatial Relations — Flat,0.291
PDR1259,*niv-,"straight, erect; to stretch",SR_SG,PA_SR,YES,yes,SR_SG,Spatial Relations — Straight,0.413,SR_LI,"Spatial Relations — to Lie, Recline",0.309,SP_SP,Sense Perception — Sharp,0.303
PDR1260,*nīg-,"to quit, separate; to remove",MO_GA,TI_CE,YES,yes,MO_GA,"Motion & Transportation — to Depart, Go Away",0.444,TI_CE,Time — to Cease,0.427,SR_LE,"Spatial Relations — to Leave, Relinquish",0.411
PDR1261,*nīḷ-,long,TI_LS,TI_LS,,yes,TI_LS,Time — to Last,0.382,TI_FI,Time — to Finish,0.350,SR_LG,Spatial Relations — Long,0.341
PDR1262,*ńīnʒ-,to swim,MO_SW,MO_SW,,yes,MO_SW,Motion & Transportation — to Swim,0.625,MO_FT,Motion & Transportation — to Float,0.385,MO_SA,Motion & Transportation — to Sail,0.343
PDR1263,*ńīr-,water,PW_WA,PW_WA,,yes,PW_WA,Physical World — Water,0.550,FD_TH,Food & Drink — Thirst (n),0.437,PW_RS,"Physical World — Brook, Stream, River",0.406
PDR1264,*nīv-/*nivur-,"to stroke, rub",PA_RU,PA_RU,,yes,PA_RU,Physical Acts & Materials — to Rub,0.566,SP_TV,Sense Perception — to Touch,0.397,CA_BH,Clothing & Adornment — Brush,0.397
PDR1265,*nīẓ-,shadow,PW_SD,PW_SD,,yes,PW_SD,"Physical World — Shade, Shadow",0.511,CA_VE,Clothing & Adornment — Veil,0.395,TI_NG,Time — Night,0.366
PDR1266,*ńjáŋaḷ,tongue; uvula,BP_TG,BP_TG,,yes,BP_TG,Body Parts & Functions — Tongue,0.702,BP_LI,Body Parts & Functions — Lip,0.551,BP_MO,Body Parts & Functions — Mouth,0.549
PDR1267,*njām,we (excl.),MK_RE,AN_EW,YES,yes,MK_RE,Mankind — Relative(s),0.378,MK_MA,Mankind — Man,0.377,MK_MS,Mankind — Male,0.368
PDR1268,*njān (obl. *njan-),I,LM_LA,EM_PD,YES,yes,LM_LA,Language & Music — Letter of the Alphabet,0.278,LM_VO,Language & Music — Voice (n),0.256,LM_PP,Language & Music — Paper,0.252
PDR1269,*ńjeẓed-,crab,AN_FM,AN_FM,,yes,AN_FM,Animals — Fisherman,0.355,AN_WR,Animals — Worm,0.344,FD_DI,Food & Drink — Dish,0.302
PDR1270,*njīm,you (pl.),MK_MA,EM_TH,YES,yes,MK_MA,Mankind — Man,0.297,MK_HB,Mankind — Human Being,0.293,TI_OL,Time — Old,0.272
PDR1271,*njīn,thou,RB_PH,LJ_SW,YES,yes,RB_PH,"Religion & Beliefs — Pagan, Heathen (n)",0.299,RB_HS,"Religion & Beliefs — Holy, Sacred",0.299,PT_OW,Possession & Trade — to Owe,0.298
PDR1272,*noḍ-,"to say, speak",LM_ST,LM_ST,,yes,LM_ST,"Language & Music — to Speak, Talk",0.443,LM_SY,Language & Music — to Say,0.395,SP_HE,Sense Perception — to Hear,0.393
PDR1273,*noḷ-,to bail out,MO_GA,LJ_PJ,YES,yes,MO_GA,"Motion & Transportation — to Depart, Go Away",0.455,MO_FE,Motion & Transportation — to Flee,0.435,MO_JL,"Motion & Transportation — to Jump, Leap",0.311
PDR1274,*noḷ-,to swallow,FD_SU,BP_SP,YES,yes,FD_SU,"Food & Drink — to Suck, Suckle",0.581,BP_SP,Body Parts & Functions — to Spit,0.560,BP_LC,Body Parts & Functions — to Lick,0.481
PDR1275,*ńoṭ-,knuckles; to crack knuckles,BP_TM,PT_RR,YES,yes,BP_TM,Body Parts & Functions — Thumb,0.282,BP_FI,Body Parts & Functions — Finger,0.280,BP_NA,"Body Parts & Functions — Nail, Claw",0.279
PDR1276,*ńō-,"to ache, hurt",EM_PS,EM_PS,,yes,EM_PS,"Emotion — Pain, Suffering",0.551,EM_LO,Emotion — to Love; Love,0.502,EM_DE,Emotion — to Desire,0.488
PDR1277,*nō-,"view, to notice, eye",SP_LO,SP_LO,,yes,SP_LO,Sense Perception — to Look,0.638,SP_SE,Sense Perception — to See,0.592,SP_SG,"Sense Perception — Sight (obj), Look (obj), Appearance",0.539
PDR1278,*ńōḍ-,to wash,PA_WA,PA_WA,,yes,PA_WA,Physical Acts & Materials — to Wash,0.639,CA_SA,Clothing & Adornment — Soap,0.399,CA_TW,Clothing & Adornment — Towel,0.373
PDR1279,*ńōḷ-,saliva,BP_SP,BP_SP,,yes,BP_SP,Body Parts & Functions — to Spit,0.520,FD_SU,"Food & Drink — to Suck, Suckle",0.456,BP_MO,Body Parts & Functions — Mouth,0.438
PDR1280,*nōn-,"to endure, bear, suffer; a religious vow",EM_PS,RB_CU,YES,yes,EM_PS,"Emotion — Pain, Suffering",0.439,EM_CW,"Emotion — to Cry, Weep",0.395,EM_GR,Emotion — to Groan,0.374
PDR1281,*nōnḍ-,to stir,FD_KD,FD_MX,YES,yes,FD_KD,Food & Drink — to Knead,0.460,FD_MX,"Food & Drink — to Mix, Blend",0.399,FD_RF,"Food & Drink — to Roast, Fry",0.396
PDR1282,*nōr- (?),mouth,BP_MO,BP_MO,,yes,BP_MO,Body Parts & Functions — Mouth,0.653,BP_SP,Body Parts & Functions — to Spit,0.580,BP_TG,Body Parts & Functions — Tongue,0.555
PDR1283,*nÙg-,yoke,MO_YO,MO_YO,,yes,MO_YO,Motion & Transportation — Yoke,0.544,MO_CA,"Motion & Transportation — to Bear, Carry",0.281,MO_RL,"Motion & Transportation — to Lift, Raise",0.279
PDR1284,*nuj-,a well,PW_SW,FD_CU,YES,yes,PW_SW,"Physical World — Spring, Well",0.402,PW_LA,"Physical World — Lake, Pond",0.396,PW_RS,"Physical World — Brook, Stream, River",0.340
PDR1285,*nuḷ-,to pinch,PA_SR,BP_NA,YES,yes,PA_SR,Physical Acts & Materials — to Stretch,0.347,CA_HF,Clothing & Adornment — Handkerchief,0.307,CA_NE,Clothing & Adornment — Needle,0.305
PDR1286,*nuḷ-,"to be broken, powdered",PA_BK,PA_BK,,yes,PA_BK,Physical Acts & Materials — to Break,0.550,PA_TE,Physical Acts & Materials — to Tear,0.504,PW_DU,"Physical World — Dust, Powder",0.452
PDR1287,*nuṇ-,soft; fine,SP_SF,SP_SF,,yes,SP_SF,Sense Perception — Soft,0.472,SP_RG,Sense Perception — Rough,0.312,PA_RU,Physical Acts & Materials — to Rub,0.290
PDR1288,*nuŋ-,kernel of unripe fruit,FD_FR,FD_FR,,yes,FD_FR,Food & Drink — Fruit,0.390,FD_NT,Food & Drink — Nut,0.320,FD_FI,Food & Drink — Fig,0.303
PDR1289,*nuŋ- (*-n-?),to swallow,FD_SU,BP_SP,YES,yes,FD_SU,"Food & Drink — to Suck, Suckle",0.560,BP_SP,Body Parts & Functions — to Spit,0.544,BP_LC,Body Parts & Functions — to Lick,0.470
PDR1290,*nu(ŋ)k-,broken rice,AV_RI,AV_RI,,yes,AV_RI,Agriculture & Vegetation — Rice,0.428,FD_GR,Food & Drink — to Grind,0.414,FD_DI,Food & Drink — Dish,0.376
PDR1291,*nur-,"foam, froth",FD_MS,AN_DU,YES,yes,FD_MS,Food & Drink — Milk,0.370,FD_MV,Food & Drink — to Milk,0.357,FD_CU,Food & Drink — Cup,0.351
PDR1292,*nus-,a k. of biting insect,AN_IN,AN_IN,,yes,AN_IN,Animals — Insect,0.540,AN_WR,Animals — Worm,0.382,BP_BI,Body Parts & Functions — to Bite,0.373
PDR1293,*nus-,"small, slender, smooth",SP_SM,CA_SK,YES,yes,SP_SM,Sense Perception — Smooth,0.331,SP_LL,"Sense Perception — Dull, Blunt",0.329,SR_ND,Spatial Relations — Thin (in Dimension),0.326
PDR1294,*nutsur-,forehead,BP_FO,BP_FO,,yes,BP_FO,Body Parts & Functions — Forehead,0.642,BP_SK,Body Parts & Functions — Skull,0.478,BP_HE,Body Parts & Functions — Head,0.458
PDR1295,*nū-,sesamum,AV_SS,FD_MD,YES,yes,AV_SS,Agriculture & Vegetation — to Sow; Seed,0.326,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.286,FD_NT,Food & Drink — Nut,0.280
PDR1296,*nūd_-,hundred,QN_HA,QN_FU,YES,yes,QN_HA,Quantity & Number — Half,0.425,QN_EN,Quantity & Number — Enough,0.406,QN_WH,Quantity & Number — Whole,0.404
PDR1297,*nūd_-,to grind,FD_GR,FD_GR,,yes,FD_GR,Food & Drink — to Grind,0.648,PW_SA,"Physical World — Sand, Grit",0.388,FD_KD,Food & Drink — to Knead,0.379
PDR1298,*nūk-,"to push, shove",MO_PS,MO_PS,,yes,MO_PS,"Motion & Transportation — to Push, Shove",0.684,PA_PR,Physical Acts & Materials — to Press,0.383,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.376
PDR1299,*nūk-,"to bow, droop",MO_RL,WH_BW,YES,yes,MO_RL,"Motion & Transportation — to Lift, Raise",0.352,EM_GR,Emotion — to Groan,0.328,MO_SH,Motion & Transportation — to Shake,0.324
PDR1300,*nūl-,thread,CA_TH,TI_NW,YES,yes,CA_TH,Clothing & Adornment — Thread,0.535,CA_WE,Clothing & Adornment — to Weave,0.422,CA_CO,Clothing & Adornment — Cotton,0.366
PDR1301,*nūẓ-[ug-],to hide,SR_HC,BP_SH,YES,yes,SR_HC,"Spatial Relations — to Hide, Conceal",0.448,BP_SH,"Body Parts & Functions — Skin, Hide",0.387,MO_FE,Motion & Transportation — to Flee,0.354
PDR1302,*oḍ-,beautiful,EM_BF,EM_BF,,yes,EM_BF,Emotion — Beautiful,0.378,EM_PD,Emotion — Proud,0.274,SP_ST,Sense Perception — Sweet,0.266
PDR1303,*òḍ-,waist; lap,CA_BG,BP_NV,YES,yes,CA_BG,"Clothing & Adornment — Belt, Girdle",0.519,CA_TR,Clothing & Adornment — Trousers,0.459,CA_PO,Clothing & Adornment — Pocket,0.451
PDR1304,*òḍ-,bubo,BP_SS,AN_RA,YES,yes,BP_SS,Body Parts & Functions — Sick; Sickness,0.236,FD_SU,"Food & Drink — to Suck, Suckle",0.235,FD_BN,Food & Drink — Bean,0.235
PDR1305,*òḍ-,"together; to join, agree",SO_ME,SO_ME,,,SO_ME,Social Relations — to Meet,0.346,MK_MW,"Mankind — Wedding, Marriage",0.334,TI_NO,Time — Now,0.315
PDR1306,*oḍ- (?),soot,PW_SM,EM_SA,YES,yes,PW_SM,Physical World — Smoke (n),0.335,PW_AS,Physical World — Ash(es),0.326,PW_BU,"Physical World — to Burn, Scorch",0.323
PDR1307,*oḍal,1 belly 2 body,BP_BS,BP_BS,,yes,BP_BS,"Body Parts & Functions — Belly, Stomach",0.543,BP_BO,Body Parts & Functions — Body,0.446,BP_BB,Body Parts & Functions — to Breathe; Breath,0.412
PDR1308,*oḍḍ-,1 shore 2 slope,PW_SH,PW_SH,,yes,PW_SH,"Physical World — Shore, Beach",0.540,PW_MH,"Physical World — Hill, Mountain",0.440,PW_IS,"Physical World — Isle, Island",0.359
PDR1309,*oḍḍ-,"obstacle, shield",WH_SH,WH_SH,,yes,WH_SH,Warfare & Hunting — Shield,0.440,MO_FE,Motion & Transportation — to Flee,0.329,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.320
PDR1310,*oḍḍ-/*oṭ-,oath,LJ_OA,LJ_OA,,yes,LJ_OA,Law & Judgment — Oath,0.586,LJ_SW,Law & Judgment — to Swear,0.511,EM_HO,Emotion — Honor (n),0.334
PDR1311,*oḍ-/*oẓ-,"to sew, spin",CA_SN,CA_SN,,yes,CA_SN,Clothing & Adornment — to Spin,0.618,CA_WE,Clothing & Adornment — to Weave,0.584,CA_SE,Clothing & Adornment — to Sew,0.542
PDR1312,*oḍ-uŋ-,"to crush, destroy",PA_TE,PT_DE,YES,yes,PA_TE,Physical Acts & Materials — to Tear,0.454,PT_DE,Possession & Trade — to Destroy,0.445,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.436
PDR1313,*og-,to set a trap,WH_CP,AN_HU,YES,yes,WH_CP,"Warfare & Hunting — Captive, Prisoner",0.322,AN_HU,Animals — to Hunt,0.318,WH_SU,Warfare & Hunting — to Surrender,0.306
PDR1314,*ògir,"claw, nail",BP_NA,BP_NA,,yes,BP_NA,"Body Parts & Functions — Nail, Claw",0.686,BP_TE,Body Parts & Functions — Toe,0.432,BP_FI,Body Parts & Functions — Finger,0.431
PDR1315,*oj-,to take away,PT_DE,PT_TA,YES,yes,PT_DE,Possession & Trade — to Destroy,0.457,PT_TA,Possession & Trade — to Take,0.452,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",0.433
PDR1316,*ok-,"to remove, carry away",MO_CA,PT_DE,YES,yes,MO_CA,"Motion & Transportation — to Bear, Carry",0.552,MO_BG,Motion & Transportation — to Bring,0.515,MO_GA,"Motion & Transportation — to Depart, Go Away",0.508
PDR1317,*ok-,"one, together",QN_CW,QN_ON,YES,yes,QN_CW,Quantity & Number — Other Collective Words,0.390,MK_FM,Mankind — Family,0.373,QN_AO,"Quantity & Number — Alone, Only",0.340
PDR1318,*ok- (?),to sit,SR_SI,SR_SI,,yes,SR_SI,Spatial Relations — to Sit,0.540,DF_DW,"Dwellings & Furniture — to Live, Dwell",0.400,MO_RW,Motion & Transportation — to Row,0.383
PDR1319,*okal-,relations,SO_CM,SO_CM,,yes,SO_CM,Social Relations — Companion,0.637,SO_CU,"Social Relations — Custom, Usage",0.623,SO_SU,Social Relations — Subject (n),0.606
PDR1320,*òl-,"skin, hide; to skin",BP_SH,BP_SH,,yes,BP_SH,"Body Parts & Functions — Skin, Hide",0.564,PA_FS,"Physical Acts & Materials — to Flay, Skin",0.440,CA_CK,Clothing & Adornment — Cloak,0.359
PDR1321,*ol-,"to flow, gush forth",MO_FL,MO_FL,,yes,MO_FL,Motion & Transportation — to Flow,0.479,PW_RS,"Physical World — Brook, Stream, River",0.471,PW_WA,Physical World — Water,0.360
PDR1322,*ol-,to make sounds,LM_BS,LM_ST,YES,yes,LM_BS,Language & Music — to be Silent,0.449,LM_SC,"Language & Music — to Shout, Cry Out",0.447,EM_GR,Emotion — to Groan,0.438
PDR1323,*oḷ-,to hide,SR_HC,BP_SH,YES,yes,SR_HC,"Spatial Relations — to Hide, Conceal",0.432,MO_FE,Motion & Transportation — to Flee,0.358,BP_SH,"Body Parts & Functions — Skin, Hide",0.352
PDR1324,*ol-,weak,BP_WE,BP_WE,,yes,BP_WE,"Body Parts & Functions — Weak, Infirm",0.311,EM_TC,"Emotion — Timid, Cowardly",0.294,EM_FL,Emotion — Faithful,0.286
PDR1325,*oḷ- (?),good,EM_GD,EM_GD,,yes,EM_GD,Emotion — Good,0.360,EM_PD,Emotion — Proud,0.276,EM_BD,Emotion — Bad,0.266
PDR1326,*ol-/*val-,"to love, desire; smth. possible",EM_DE,EM_DE,,yes,EM_DE,Emotion — to Desire,0.681,EM_LO,Emotion — to Love; Love,0.627,EM_PL,Emotion — to Please,0.532
PDR1327,*oṇ- (?),dry,SP_DR,PA_WA,YES,yes,SP_DR,"Sense Perception — Dry, Arid",0.487,SP_WD,"Sense Perception — Wet, Damp",0.467,SP_DS,"Sense Perception — Dirty, Soiled",0.335
PDR1328,*onḍ-,shelter,DF_TE,DF_TE,,yes,DF_TE,Dwellings & Furniture — Tent,0.468,DF_DW,"Dwellings & Furniture — to Live, Dwell",0.417,DF_HU,Dwellings & Furniture — Hut,0.392
PDR1329,*ond_-,one,QN_ON,QN_ON,,yes,QN_ON,Quantity & Number — One,0.457,QN_TH,Quantity & Number — Three,0.355,QN_AO,"Quantity & Number — Alone, Only",0.341
PDR1330,*onṭ-,earring,CA_FR,BP_EA,YES,yes,CA_FR,Clothing & Adornment — Finger Ring,0.501,CA_NC,Clothing & Adornment — Necklace,0.457,CA_BR,"Clothing & Adornment — Armband, Bracelet",0.412
PDR1331,*op-,to please; to be good,EM_PL,EM_PL,,yes,EM_PL,Emotion — to Please,0.618,EM_DE,Emotion — to Desire,0.423,SO_OB,Social Relations — to Obey,0.423
PDR1332,*op-,to wet,SP_WD,AN_WE,YES,yes,SP_WD,"Sense Perception — Wet, Damp",0.493,PA_WA,Physical Acts & Materials — to Wash,0.439,PW_WA,Physical World — Water,0.410
PDR1333,*or-,one,QN_ON,QN_ON,,yes,QN_ON,Quantity & Number — One,0.431,QN_TH,Quantity & Number — Three,0.334,QN_AO,"Quantity & Number — Alone, Only",0.321
PDR1334,*or_-,1 to bend 2 to fall asleep,SR_LI,BP_SL,YES,yes,SR_LI,"Spatial Relations — to Lie, Recline",0.427,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.422,PA_BN,Physical Acts & Materials — to Bend,0.406
PDR1335,*or_- (*-d_-),steady; to support,EM_FL,EM_PD,YES,yes,EM_FL,Emotion — Faithful,0.437,AN_ST,"Animals — Stall, Stable",0.413,MO_SH,Motion & Transportation — to Shake,0.321
PDR1336,*ot- (?),heavy,SP_HV,SP_HV,,yes,SP_HV,"Sense Perception — Heavy, Weighty",0.477,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",0.303,SR_TS,Spatial Relations — Thick (in Density),0.302
PDR1337,*oT- (?),to burn (intr.),PW_BU,PW_BU,,yes,PW_BU,"Physical World — to Burn, Scorch",0.548,PW_FI,Physical World — Fire (n),0.437,PW_FL,Physical World — Flame (n),0.428
PDR1338,*ot_-,"to press, squeeze together",PA_PR,PA_PR,,yes,PA_PR,Physical Acts & Materials — to Press,0.492,PA_SR,Physical Acts & Materials — to Stretch,0.430,MO_PS,"Motion & Transportation — to Push, Shove",0.417
PDR1339,*ot_-,"to step aside, give way",MO_GA,MK_SS,YES,,MO_GA,"Motion & Transportation — to Depart, Go Away",0.455,SR_LE,"Spatial Relations — to Leave, Relinquish",0.429,PT_GB,"Possession & Trade — to Return, Give Back",0.396
PDR1340,*oṭ-,to stick; to smear; to put together,PA_SO,BP_SP,YES,yes,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.405,PA_BI,Physical Acts & Materials — to Bind,0.384,MO_PS,"Motion & Transportation — to Push, Shove",0.357
PDR1341,*oẓ-uŋk-,"lane, path",MO_PA,MO_PA,,yes,MO_PA,Motion & Transportation — Path,0.501,MO_RA,Motion & Transportation — Road,0.436,MO_TU,Motion & Transportation — to Turn,0.411
PDR1342,*ōḍ-,to burst; break,PA_BK,PA_BK,,yes,PA_BK,Physical Acts & Materials — to Break,0.461,PA_TE,Physical Acts & Materials — to Tear,0.426,TI_CE,Time — to Cease,0.332
PDR1343,*ōḍ-,to run; to escape,MO_RU,MO_RU,,yes,MO_RU,Motion & Transportation — to Run,0.604,MO_FE,Motion & Transportation — to Flee,0.518,MO_SW,Motion & Transportation — to Swim,0.410
PDR1344,*ōḍ-,boat,MO_BT,MO_BT,,yes,MO_BT,Motion & Transportation — Boat,0.632,MO_SP,Motion & Transportation — Ship,0.524,MO_SA,Motion & Transportation — to Sail,0.500
PDR1345,*ōḍ-,shell; tile,AN_CN,PA_MO,YES,,AN_CN,Animals — Capon,0.331,FD_NT,Food & Drink — Nut,0.304,PW_IS,"Physical World — Isle, Island",0.293
PDR1346,*ōḍ- (?),bird,AN_BI,AN_BI,,yes,AN_BI,Animals — Bird,0.739,AN_CK,"Animals — Cock, Rooster",0.586,AN_DU,Animals — Duck,0.565
PDR1347,*ōg- (*ō-ŋ-),to swim,MO_SW,MO_SW,,yes,MO_SW,Motion & Transportation — to Swim,0.661,MO_FT,Motion & Transportation — to Float,0.487,MO_SI,Motion & Transportation — to Sink,0.411
PDR1348,*ōl-,1 fire 2 to scorch,PW_BU,PW_BU,,yes,PW_BU,"Physical World — to Burn, Scorch",0.538,PW_FI,Physical World — Fire (n),0.520,PW_FL,Physical World — Flame (n),0.451
PDR1349,*ōl- (??),to see,SP_LO,SP_SE,YES,yes,SP_LO,Sense Perception — to Look,0.521,SP_SE,Sense Perception — to See,0.517,SP_SW,Sense Perception — to Show,0.433
PDR1350,*ōḷ1-,to dry (tr.),PA_WA,PA_WA,,yes,PA_WA,Physical Acts & Materials — to Wash,0.475,SP_WD,"Sense Perception — Wet, Damp",0.444,CA_TW,Clothing & Adornment — Towel,0.391
PDR1351,*ōm-,"to protect, preserve",PT_PR,PT_PR,,yes,PT_PR,"Possession & Trade — to Save, Preserve, Keep Safe",0.563,PT_SA,Possession & Trade — Safe (adj),0.476,PT_KR,"Possession & Trade — to Keep, Retain",0.447
PDR1352,*ōm-,bishop's weed,AV_PN,RB_PR,YES,yes,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.413,FD_PO,Food & Drink — Pot,0.343,AV_SS,Agriculture & Vegetation — to Sow; Seed,0.331
PDR1353,*ōṇ-i,"alley, path",MO_PA,MO_PA,,yes,MO_PA,Motion & Transportation — Path,0.453,MO_ST,Motion & Transportation — Street,0.391,MO_WA,Motion & Transportation — to Walk,0.372
PDR1354,*ōr-,"side, border",SR_SD,SO_RT,YES,yes,SR_SD,Spatial Relations — Side,0.428,SR_ED,Spatial Relations — Edge,0.427,PW_SH,"Physical World — Shore, Beach",0.394
PDR1355,*ōr-,"to endure, suffer",EM_PS,EM_PS,,yes,EM_PS,"Emotion — Pain, Suffering",0.452,EM_DE,Emotion — to Desire,0.414,EM_WW,"Emotion — to Will, Wish",0.413
PDR1356,*ōr-,male jackal; to howl,AN_MA,AN_MA,,yes,AN_MA,Animals — Male Animal,0.527,AN_FE,Animals — Female Animal,0.438,AN_SN,Animals — Stallion,0.398
PDR1357,*ōr- (?),"warm, hot",SP_HW,SP_HW,,,SP_HW,"Sense Perception — Hot, Warm",0.685,SP_CD,"Sense Perception — Cold, Frigid",0.439,TI_SM,Time — Summer,0.367
PDR1358,*ōr-ai,"oblique, slant",SR_CN,SR_CN,,yes,SR_CN,"Spatial Relations — Angle, Corner",0.400,SR_SG,Spatial Relations — Straight,0.395,SR_FL,Spatial Relations — Flat,0.342
PDR1359,*paC-,"green, yellow; fresh, raw",SP_YL,SP_GR,YES,yes,SP_YL,Sense Perception — Yellow,0.561,SP_GR,Sense Perception — Green,0.531,SP_CO,Sense Perception — Color,0.465
PDR1360,*pač- (?),"skin, bark",BP_SH,CA_CR,YES,yes,BP_SH,"Body Parts & Functions — Skin, Hide",0.506,PA_FS,"Physical Acts & Materials — to Flay, Skin",0.489,BP_FL,Body Parts & Functions — Flesh,0.452
PDR1361,*pàd-,proper condition,PT_HO,PT_SC,YES,yes,PT_HO,Possession & Trade — to Hold,0.279,LJ_GL,Law & Judgment — General Law,0.266,PT_HA,Possession & Trade — to Have,0.250
