Starling ID,Headwords,Gloss,chosen_abbr,v1_choice,differs_from_v1,enrichment_used,suggestion_1,field_1,score_1,suggestion_2,field_2,score_2,suggestion_3,field_3,score_3
PDR125,*áṭa-,"inner side of roof (loft, attic, supporting bamboo framework etc.)",DF_RF,DF_RF,,yes,DF_RF,Dwellings & Furniture — Roof,0.601,DF_TE,Dwellings & Furniture — Tent,0.447,DF_CH,Dwellings & Furniture — Chimney,0.442
PDR126,*áṭai,"sole of shoe; leather, cardboard",CA_SO,CA_SO,,yes,CA_SO,Clothing & Adornment — Shoe,0.563,CA_BO,Clothing & Adornment — Boot,0.465,CA_SL,Clothing & Adornment — Slipper,0.440
PDR127,*áṭai,leech,AN_WR,AN_MK,YES,,AN_WR,Animals — Worm,0.404,AN_WE,Animals — Wether,0.393,AN_CA,Animals — to Castrate,0.368
PDR128,*ávai,elder female relation (grandmother; elder brother's wife),MK_GM,MK_SW,YES,yes,MK_GM,Mankind — Grandmother,0.521,MK_ML,Mankind — Mother-in-Law,0.483,MK_DL,Mankind — Daughter-in-Law,0.458
PDR129,*aval-,trouble; confusion,SO_SQ,TI_TI,YES,yes,SO_SQ,"Social Relations — Strife, Quarrel",0.433,EM_MF,Emotion — Misfortune,0.411,EM_BD,Emotion — Bad,0.329
PDR130,*ávarai,field bean,FD_BN,FD_BN,,yes,FD_BN,Food & Drink — Bean,0.502,AV_GG,"Agriculture & Vegetation — Grain (generic, British Corn)",0.394,AV_FC,Agriculture & Vegetation — Field for Cultivation,0.362
PDR131,*aví-,to destroy; to extinguish; to be tired,PT_DE,BP_KI,YES,yes,PT_DE,Possession & Trade — to Destroy,0.523,TI_CE,Time — to Cease,0.420,PW_BU,"Physical World — to Burn, Scorch",0.388
PDR132,*aví-,to heat,SP_HW,PW_BU,YES,yes,SP_HW,"Sense Perception — Hot, Warm",0.447,PW_BU,"Physical World — to Burn, Scorch",0.420,FD_BO,Food & Drink — to Boil (trans,0.415
PDR133,*áviri,indigo plant (Indigofera tinctoria),AV_PN,AV_FL,YES,yes,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.397,AV_FL,Agriculture & Vegetation — Flower,0.368,AV_RI,Agriculture & Vegetation — Rice,0.303
PDR134,*avúẓ-,"to become loose, unfastened",PA_TE,BP_WE,YES,yes,PA_TE,Physical Acts & Materials — to Tear,0.417,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.414,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.370
PDR135,*aẓ- (?),to pervade (as taste),SP_TJ,SP_TJ,,yes,SP_TJ,Sense Perception — to Taste (subj),0.604,SP_TT,Sense Perception — to Taste (obj),0.554,SP_TO,"Sense Perception — Taste (n, subj)",0.506
PDR136,*aẓál-,to burn; (> to grieve),PW_BU,PW_BU,,yes,PW_BU,"Physical World — to Burn, Scorch",0.554,PW_FI,Physical World — Fire (n),0.433,PW_FL,Physical World — Flame (n),0.430
PDR137,*aẓí-,"to perish, be destroyed",PT_DE,LJ_PY,YES,yes,PT_DE,Possession & Trade — to Destroy,0.410,BP_DD,Body Parts & Functions — to Die; Dead; Death,0.403,PW_BU,"Physical World — to Burn, Scorch",0.400
PDR138,*aẓí-,"love, desire",EM_DE,EM_DE,,yes,EM_DE,Emotion — to Desire,0.675,EM_LO,Emotion — to Love; Love,0.632,EM_PA,Emotion — Passion,0.565
PDR139,*aẓ[ú]-,"to rot, spoil",PT_SP,PT_SP,,yes,PT_SP,Possession & Trade — to Spoil,0.409,BP_DD,Body Parts & Functions — to Die; Dead; Death,0.349,FD_KD,Food & Drink — to Knead,0.339
PDR140,*aẓ[ú]nd- (caus.*aẓ[ú]t-),"to press down; to dip, immerse",PA_PR,PA_PR,,yes,PA_PR,Physical Acts & Materials — to Press,0.487,PA_RU,Physical Acts & Materials — to Rub,0.432,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.393
PDR141,*áǯǯ-,grandparent(s),MK_GF,MK_GM,YES,yes,MK_GF,Mankind — Grandfather,0.537,MK_PA,Mankind — Parent(s),0.516,MK_GM,Mankind — Grandmother,0.498
PDR142,*āC-,"to choose, select; to sift",LJ_DE,QN_ON,YES,yes,LJ_DE,Law & Judgment — to Decide,0.322,FD_SP,Food & Drink — Spoon,0.304,FD_CO,Food & Drink — to Cook,0.302
PDR143,*āḍ-,"to play; to dance, move",EM_PV,MO_DA,YES,yes,EM_PV,Emotion — to Play,0.545,MO_DA,Motion & Transportation — to Dance,0.394,LM_ST,"Language & Music — to Speak, Talk",0.365
PDR144,*ād_-,to be cool; to be dry,EM_PL,BP_SW,YES,yes,EM_PL,Emotion — to Please,0.286,SP_HW,"Sense Perception — Hot, Warm",0.250,EM_DE,Emotion — to Desire,0.243
PDR145,*āɣ-,to ripen,FD_FR,FD_FR,,yes,FD_FR,Food & Drink — Fruit,0.431,AV_SS,Agriculture & Vegetation — to Sow; Seed,0.417,FD_KD,Food & Drink — to Knead,0.409
PDR146,*āj-,"private, secret; private parts of body",MT_SR,BP_SH,YES,yes,MT_SR,Mind & Thought — Secret,0.360,DF_RO,Dwellings & Furniture — Room,0.307,MT_OB,Mind & Thought — Obscure,0.306
PDR147,*āk- (?),to know,MT_KN,MT_KN,,yes,MT_KN,Mind & Thought — to Know,0.501,SP_FO,Sense Perception — to Feel of,0.377,SP_SE,Sense Perception — to See,0.362
PDR148,*ā-/*an-,to be,MT_SE,TI_FI,YES,yes,MT_SE,Mind & Thought — to Seem,0.323,MT_KN,Mind & Thought — to Know,0.307,EM_LO,Emotion — to Love; Love,0.306
PDR149,*āl-,pipal tree,AV_TR,PW_TR,YES,yes,AV_TR,Agriculture & Vegetation — Tree (generic),0.471,PW_TR,"Physical World — Tree, Oak",0.361,AV_FI,Agriculture & Vegetation — Fir,0.360
PDR150,*āḷ-,man,MK_HB,MK_MA,YES,yes,MK_HB,Mankind — Human Being,0.434,MK_MA,Mankind — Man,0.428,MK_MS,Mankind — Male,0.398
PDR151,*āl-,"to hear, listen",SP_LI,LM_ST,YES,yes,SP_LI,"Sense Perception — to Listen, Harken",0.626,SP_HE,Sense Perception — to Hear,0.594,LM_CS,"Language & Music — to Call, Summon",0.463
PDR152,*āḷd-,woman,MK_WO,MK_FS,YES,yes,MK_WO,Mankind — Woman,0.536,MK_FS,Mankind — Female,0.531,AN_FE,Animals — Female Animal,0.446
PDR153,*āld_-,hail,PW_RA,EM_PR,YES,yes,PW_RA,Physical World — Rain (n),0.357,PW_TH,"Physical World — Noise, Thunder",0.292,PW_SN,Physical World — Snow (n),0.273
PDR154,*ā̆m-,water,PW_WA,PW_WA,,yes,PW_WA,Physical World — Water,0.525,FD_TH,Food & Drink — Thirst (n),0.422,PA_WA,Physical Acts & Materials — to Wash,0.421
PDR155,*āmaṇd-/*āmaṇVg-,castor-oil plant,FD_OI,FD_OI,,yes,FD_OI,Food & Drink — Oil,0.400,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.379,AV_ST,Agriculture & Vegetation — Smoke (Tobacco),0.326
PDR156,*āṇ-,1 to press against 2 to support,MO_PS,PA_PR,YES,yes,MO_PS,"Motion & Transportation — to Push, Shove",0.394,PA_PR,Physical Acts & Materials — to Press,0.370,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.356
PDR157,*ān-,"to seize, grab, catch",PT_SG,PT_SG,,yes,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",0.628,PT_ST,Possession & Trade — to Steal,0.473,PT_TA,Possession & Trade — to Take,0.469
PDR158,*āṇ-,male,MK_MS,MK_MS,,yes,MK_MS,Mankind — Male,0.536,AN_MA,Animals — Male Animal,0.466,MK_FS,Mankind — Female,0.452
PDR159,*āŋ-,"to stop, obstruct",TI_CE,TI_CE,,yes,TI_CE,Time — to Cease,0.436,SO_HP,"Social Relations — to Hinder, Prevent",0.379,MO_PS,"Motion & Transportation — to Push, Shove",0.363
PDR160,*ār-,to shout,LM_SC,LM_SC,,yes,LM_SC,"Language & Music — to Shout, Cry Out",0.487,EM_GR,Emotion — to Groan,0.404,EM_DA,Emotion — to Dare,0.396
PDR161,*ār-,"to put on, wear",CA_CD,CA_CD,,yes,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.643,CA_SE,Clothing & Adornment — to Sew,0.630,CA_WE,Clothing & Adornment — to Weave,0.607
PDR162,*ār-,"love, affection",EM_LO,EM_LO,,yes,EM_LO,Emotion — to Love; Love,0.575,EM_KS,Emotion — to Kiss,0.505,EM_DE,Emotion — to Desire,0.484
PDR163,*ār-,"full, satiated",FD_HU,QN_FU,YES,,FD_HU,Food & Drink — Hunger (n),0.517,EM_JG,"Emotion — Glad, Joyful",0.478,FD_AM,Food & Drink — a Meal,0.476
PDR164,*ār-,sharp(ness),SP_SP,SP_SP,,yes,SP_SP,Sense Perception — Sharp,0.535,SP_LL,"Sense Perception — Dull, Blunt",0.399,WH_SW,Warfare & Hunting — Sword,0.346
PDR165,*ārāj-,"to think, observe, search for",MT_KN,MT_KN,,yes,MT_KN,Mind & Thought — to Know,0.570,SP_LO,Sense Perception — to Look,0.568,MT_TR,"Mind & Thought — to Think, Reflect",0.554
PDR166,*ārig-,millet,FD_ML,FD_ML,,yes,FD_ML,Food & Drink — Mill,0.502,AV_GG,"Agriculture & Vegetation — Grain (generic, British Corn)",0.450,FD_MF,"Food & Drink — Meal, Flour",0.405
PDR167,*ār_- (*-d_-),"way, road, path",MO_PA,MO_RA,YES,,MO_PA,Motion & Transportation — Path,0.696,MO_RA,Motion & Transportation — Road,0.568,MO_AR,"Motion & Transportation — to Reach, Arrive",0.527
PDR168,*ās-,"slender, thin",SR_NS,SR_ND,YES,yes,SR_NS,Spatial Relations — Thin (in Density),0.383,SR_ND,Spatial Relations — Thin (in Dimension),0.381,SR_TS,Spatial Relations — Thick (in Density),0.299
PDR169,*ā(t)k-,leaf,AV_LE,AV_LE,,yes,AV_LE,Agriculture & Vegetation — Leaf,0.536,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.426,AV_AC,Agriculture & Vegetation — Acorn,0.404
PDR170,*āt_-,"powerful, capable",BP_SM,BP_SM,,yes,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",0.489,MK_HB,Mankind — Human Being,0.371,EM_BR,"Emotion — Brave, Courageous",0.370
PDR171,*āv-,cow,AN_CO,AN_CO,,yes,AN_CO,Animals — Cow,0.647,AN_OX,"Animals — Ox, Steer",0.538,AN_CB,"Animals — Cattle, Bovines",0.507
PDR172,*āv-,to yawn,BP_YG,BP_YG,,yes,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.514,EM_GR,Emotion — to Groan,0.398,FD_SU,"Food & Drink — to Suck, Suckle",0.299
PDR173,*āv-,1 to breathe 2 steam,BP_BB,BP_BB,,yes,BP_BB,Body Parts & Functions — to Breathe; Breath,0.411,PW_SM,Physical World — Smoke (n),0.373,BP_FB,"Body Parts & Functions — to Fart, Break Wind",0.360
PDR174,*āv-,to desire,EM_DE,EM_DE,,yes,EM_DE,Emotion — to Desire,0.668,EM_PL,Emotion — to Please,0.501,EM_WW,"Emotion — to Will, Wish",0.495
PDR175,*bacaḷ-,spinach,FD_VE,FD_ON,YES,yes,FD_VE,Food & Drink — Vegetables,0.441,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.410,FD_CB,Food & Drink — Cabbage,0.396
PDR176,*baḍ-i,"club, stick",PW_MT,WH_CL,YES,yes,PW_MT,"Physical World — Match, Fire Stick",0.372,WH_SP,Warfare & Hunting — Spear,0.359,WH_SW,Warfare & Hunting — Sword,0.332
PDR177,*bagVḍ- (*v-),"shank, calf",AN_CF,AN_CF,,yes,AN_CF,Animals — Calf,0.428,BP_KN,Body Parts & Functions — Knee,0.387,BP_LE,Body Parts & Functions — Leg,0.378
PDR178,*bajal,open space,SR_OP,SR_OP,,yes,SR_OP,Spatial Relations — to Open,0.424,PW_PF,"Physical World — Plain, Field",0.405,PW_SK,"Physical World — Sky, Heavens",0.395
PDR179,*bak- (*v-) (?),claws,BP_NA,BP_NA,,yes,BP_NA,"Body Parts & Functions — Nail, Claw",0.612,BP_BI,Body Parts & Functions — to Bite,0.438,PA_SS,"Physical Acts & Materials — Shears, Scissors",0.404
PDR180,*baḷ-,"fertile, abundant; to grow",AV_FL,AV_SS,YES,yes,AV_FL,Agriculture & Vegetation — Flower,0.440,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.401,AV_CH,"Agriculture & Vegetation — Crop, Harvest",0.397
PDR181,*baḷ-,a k. of measure,QN_MI,SR_MS,YES,yes,QN_MI,Quantity & Number — Miscellaneous,0.370,SR_MS,Spatial Relations — to Measure,0.357,QN_CW,Quantity & Number — Other Collective Words,0.353
PDR182,*balap-,"chalk, slate",PA_CL,LM_PC,YES,yes,PA_CL,Physical Acts & Materials — Clay,0.379,PW_SR,"Physical World — Rock, Stone",0.331,PA_MO,Physical Acts & Materials — Mortar,0.326
PDR183,*banḍ-,"rock, boulder",PW_SR,PW_SR,,yes,PW_SR,"Physical World — Rock, Stone",0.530,PW_MH,"Physical World — Hill, Mountain",0.316,PA_MO,Physical Acts & Materials — Mortar,0.262
PDR184,*banḍ-,"rude, obscene",EM_UG,EM_PP,YES,yes,EM_UG,Emotion — Ugly,0.335,RB_CU,Religion & Beliefs — to Curse,0.316,EM_PD,Emotion — Proud,0.315
PDR185,*banḍ-,belly,BP_BS,BP_BS,,yes,BP_BS,"Body Parts & Functions — Belly, Stomach",0.641,BP_NV,Body Parts & Functions — Navel,0.504,BP_LI,Body Parts & Functions — Lip,0.434
PDR186,*baŋk-,"gum, resin",CA_FE,AN_GE,YES,yes,CA_FE,Clothing & Adornment — Felt,0.344,CA_CO,Clothing & Adornment — Cotton,0.326,BP_TO,Body Parts & Functions — Tooth,0.323
PDR187,*bar-,rough,SP_RG,SP_RG,,yes,SP_RG,Sense Perception — Rough,0.361,PW_SA,"Physical World — Sand, Grit",0.261,SP_LL,"Sense Perception — Dull, Blunt",0.259
PDR188,*baẓ-al-,"tired, fatigued",EM_TC,BP_SS,YES,yes,EM_TC,"Emotion — Timid, Cowardly",0.366,EM_EF,"Emotion — Feeling, Emotion",0.361,EM_FL,Emotion — Faithful,0.356
PDR189,*bāg-,"good, beautiful",EM_BF,EM_BF,,yes,EM_BF,Emotion — Beautiful,0.357,EM_GD,Emotion — Good,0.336,EM_PD,Emotion — Proud,0.307
PDR190,*bān- (*-ṇ-),pot,FD_PO,FD_PO,,yes,FD_PO,Food & Drink — Pot,0.644,FD_BO,Food & Drink — to Boil (trans,0.401,FD_CO,Food & Drink — to Cook,0.392
PDR191,*bāv-,cat,AN_CT,AN_CT,,yes,AN_CT,Animals — Cat,0.577,AN_MA,Animals — Male Animal,0.393,AN_LN,Animals — Lion,0.386
PDR192,*bāẓ-d-,to live (happily),DF_DW,EM_HH,YES,yes,DF_DW,"Dwellings & Furniture — to Live, Dwell",0.446,MK_MR,"Mankind — to Wed, Marry",0.441,MK_FM,Mankind — Family,0.418
PDR193,*bāǯ- (?),many,QN_MM,QN_MM,,yes,QN_MM,"Quantity & Number — Much, Many",0.536,QN_EN,Quantity & Number — Enough,0.375,QN_MC,"Quantity & Number — Crowd, Multitude",0.346
PDR194,*bedar_-,"to fear, be afraid",EM_FF,EM_FF,,yes,EM_FF,"Emotion — Fear, Fright",0.608,EM_DG,"Emotion — Peril, Danger",0.497,EM_TC,"Emotion — Timid, Cowardly",0.475
PDR195,*beil-,spleen,BP_NV,BP_BL,YES,yes,BP_NV,Body Parts & Functions — Navel,0.452,BP_RI,Body Parts & Functions — Rib,0.412,BP_LV,Body Parts & Functions — Liver,0.400
PDR196,*bej- (*v-),to be,MT_SE,TI_FI,YES,yes,MT_SE,Mind & Thought — to Seem,0.344,EM_LO,Emotion — to Love; Love,0.340,MT_KN,Mind & Thought — to Know,0.322
PDR197,*bel-,"jaggery, unrefined sugar",FD_SS,FD_SS,,yes,FD_SS,Food & Drink — Sugar,0.437,FD_BY,Food & Drink — Berry,0.386,FD_GR,Food & Drink — to Grind,0.364
PDR198,*benḍ-,pith; a k. of frail plant,EM_GR,AV_PN,YES,yes,EM_GR,Emotion — to Groan,0.279,EM_PT,Emotion — Pity (n),0.248,FD_KD,Food & Drink — to Knead,0.247
PDR199,*ber-,"to crack, fall in ruins",PA_TE,PA_BK,YES,yes,PA_TE,Physical Acts & Materials — to Tear,0.549,PA_BK,Physical Acts & Materials — to Break,0.516,PA_FO,Physical Acts & Materials — to Fold,0.403
PDR200,*bēk- (*v-) (?),salt,FD_SL,FD_SL,,,FD_SL,Food & Drink — Salt,0.724,SP_SA,Sense Perception — Salty,0.523,FD_PP,Food & Drink — Pepper,0.400
PDR201,*bēḷ-,split pulse,PW_WV,PW_WV,,yes,PW_WV,"Physical World — Wave, Surge",0.330,PW_LT,"Physical World — Thunderbolt, Lightning Strike",0.280,PW_LI,"Physical World — Flash, Lightning",0.278
PDR202,*bir-,to join,FD_MX,SO_ME,YES,yes,FD_MX,"Food & Drink — to Mix, Blend",0.378,FD_CO,Food & Drink — to Cook,0.357,SO_ME,Social Relations — to Meet,0.352
PDR203,*bir_-,"dense, tight",SR_TS,SR_TS,,yes,SR_TS,Spatial Relations — Thick (in Density),0.498,SR_NS,Spatial Relations — Thin (in Density),0.479,SR_ND,Spatial Relations — Thin (in Dimension),0.377
PDR204,*bīr-,gourd,AV_PN,AN_SO,YES,yes,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.303,FD_KD,Food & Drink — to Knead,0.297,FD_ON,Food & Drink — Onion,0.292
PDR205,*boc-,1 wool 2 hair,CA_WO,CA_WO,,yes,CA_WO,Clothing & Adornment — Wool,0.578,CA_FU,Clothing & Adornment — Fur,0.477,CA_CB,Clothing & Adornment — Comb,0.462
PDR206,*boḍ-,navel,BP_NV,BP_NV,,yes,BP_NV,Body Parts & Functions — Navel,0.684,BP_WO,Body Parts & Functions — Womb,0.378,BP_BS,"Body Parts & Functions — Belly, Stomach",0.357
PDR207,*bog- (*posaŋ-?),charcoal,PW_SM,DF_CH,YES,yes,PW_SM,Physical World — Smoke (n),0.376,DF_CL,Dwellings & Furniture — Candle,0.361,AV_ST,Agriculture & Vegetation — Smoke (Tobacco),0.356
PDR208,*bom-,1 eyeball 2 effigy,BP_EY,BP_EY,,yes,BP_EY,Body Parts & Functions — Eye,0.417,MT_PU,Mind & Thought — Pupil,0.336,BP_EB,Body Parts & Functions — Eyebrow,0.333
PDR209,*bom-ik-,bone,BP_BN,BP_BN,,yes,BP_BN,Body Parts & Functions — Bone,0.545,BP_RI,Body Parts & Functions — Rib,0.376,BP_JW,Body Parts & Functions — Jaw,0.372
PDR210,*bonck- (?),foam,PA_PO,AN_DU,YES,yes,PA_PO,Physical Acts & Materials — to Pour,0.369,CA_SA,Clothing & Adornment — Soap,0.352,PA_WA,Physical Acts & Materials — to Wash,0.351
PDR211,*boŋ-,to run,MO_RU,MO_RU,,yes,MO_RU,Motion & Transportation — to Run,0.563,MO_FE,Motion & Transportation — to Flee,0.521,MO_GA,"Motion & Transportation — to Depart, Go Away",0.413
PDR212,*boŋk-,to lie (tell untruth),EM_LI,EM_LI,,yes,EM_LI,"Emotion — Lie, Falsehood",0.467,EM_DC,Emotion — Deceit,0.407,LJ_PY,Law & Judgment — Perjury,0.385
PDR213,*bor_-,hole (in tree),SR_HL,PW_TR,YES,yes,SR_HL,Spatial Relations — Hole,0.488,PW_TR,"Physical World — Tree, Oak",0.474,AV_TR,Agriculture & Vegetation — Tree (generic),0.415
PDR214,*boṭ-,spot; drop,SR_PO,MO_DR,YES,yes,SR_PO,Spatial Relations — Point,0.279,CA_PO,Clothing & Adornment — Pocket,0.267,SP_YL,Sense Perception — Yellow,0.266
PDR215,*boṭ-,finger; thumb,BP_FI,BP_TM,YES,yes,BP_FI,Body Parts & Functions — Finger,0.584,BP_TM,Body Parts & Functions — Thumb,0.517,BP_HN,Body Parts & Functions — Hand,0.452
PDR216,*bōd-,"young (of animals, plants)",TI_YG,AN_KI,YES,yes,TI_YG,Time — Young,0.428,MK_IN,Mankind — Infant,0.389,AN_KI,Animals — Kid,0.382
PDR217,*bōr-,"chest, breast; upon the chest, upside down",BP_FC,BP_FC,,yes,BP_FC,Body Parts & Functions — Front of Chest,0.615,BP_BW,Body Parts & Functions — Breast of Woman,0.591,BP_NV,Body Parts & Functions — Navel,0.478
PDR218,*bōẓ-,bald; to shave,BP_HA,BP_HA,,yes,BP_HA,Body Parts & Functions — Hair,0.368,BP_BE,Body Parts & Functions — Beard,0.332,CA_HC,"Clothing & Adornment — Hat, Cap",0.305
PDR219,*buḍ-,testicles,BP_TS,BP_TS,,yes,BP_TS,Body Parts & Functions — Testicle,0.581,BP_PE,Body Parts & Functions — Penis,0.404,AN_MA,Animals — Male Animal,0.366
PDR220,"*bud_- (*p-, *-t_-)",gourd,FD_PJ,AN_SO,YES,yes,FD_PJ,"Food & Drink — Jug, Pitcher",0.381,FD_BW,Food & Drink — Bowl,0.351,FD_DI,Food & Drink — Dish,0.347
PDR221,*bug-i,dust,PW_DU,PW_DU,,yes,PW_DU,"Physical World — Dust, Powder",0.661,PW_SA,"Physical World — Sand, Grit",0.467,PW_AS,Physical World — Ash(es),0.439
PDR222,*buk-,"cheek; fat, plump",BP_CK,BP_CK,,yes,BP_CK,Body Parts & Functions — Cheek,0.623,BP_FA,Body Parts & Functions — Face,0.372,BP_CN,Body Parts & Functions — Chin,0.371
PDR223,*bul-,male organ,BP_PE,BP_PE,,yes,BP_PE,Body Parts & Functions — Penis,0.617,BP_TS,Body Parts & Functions — Testicle,0.605,BP_UU,Body Parts & Functions — to Urinate; Urine,0.517
PDR224,*burk-,small basket,PA_BA,PA_BA,,yes,PA_BA,Physical Acts & Materials — Basket,0.414,FD_PJ,"Food & Drink — Jug, Pitcher",0.390,FD_SA,Food & Drink — Saucer,0.373
PDR225,*bur_ad-,mud,PW_MU,PW_MU,,yes,PW_MU,"Physical World — Mud, Mire",0.582,PW_SA,"Physical World — Sand, Grit",0.403,PA_WA,Physical Acts & Materials — to Wash,0.370
PDR226,*buṭ-,basket,PA_BA,PA_BA,,yes,PA_BA,Physical Acts & Materials — Basket,0.409,FD_SA,Food & Drink — Saucer,0.309,FD_PJ,"Food & Drink — Jug, Pitcher",0.306
PDR227,*buẓC-,"down, feather; hair",BP_FE,BP_FE,,yes,BP_FE,Body Parts & Functions — Feather,0.469,CA_CB,Clothing & Adornment — Comb,0.424,CA_WE,Clothing & Adornment — to Weave,0.363
PDR228,*buẓud-,"dust, ashes",PW_DU,PW_DU,,yes,PW_DU,"Physical World — Dust, Powder",0.569,PW_AS,Physical World — Ash(es),0.501,PW_SA,"Physical World — Sand, Grit",0.417
PDR229,*bū-,mould; to be mouldy,PA_MD,PA_MD,,yes,PA_MD,"Physical Acts & Materials — to Mold, Form",0.383,BP_SS,Body Parts & Functions — Sick; Sickness,0.363,PA_WA,Physical Acts & Materials — to Wash,0.350
PDR230,*būr-,silk-cotton tree,CA_CO,CA_CO,,yes,CA_CO,Clothing & Adornment — Cotton,0.529,CA_SI,Clothing & Adornment — Silk,0.505,AV_TR,Agriculture & Vegetation — Tree (generic),0.471
PDR231,*cad_-,"to slap, strike",PA_SH,PA_SH,,yes,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.595,PA_RU,Physical Acts & Materials — to Rub,0.369,PA_HA,Physical Acts & Materials — Hammer (n),0.358
PDR232,*cat-/*cad-V-,to crush; to kick,PA_SH,EM_PL,YES,yes,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.368,PA_TE,Physical Acts & Materials — to Tear,0.348,MO_PS,"Motion & Transportation — to Push, Shove",0.337
PDR233,*cā-,to stretch,PA_SR,PA_SR,,yes,PA_SR,Physical Acts & Materials — to Stretch,0.566,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.381,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.357
PDR234,*cāc- (?),stone,PW_SR,PW_SR,,yes,PW_SR,"Physical World — Rock, Stone",0.597,PA_MO,Physical Acts & Materials — Mortar,0.329,CA_JW,"Clothing & Adornment — Gem, Jewel",0.325
PDR235,*Cād_- (*k̂-?),"juice, sap; broth",FD_SB,FD_SB,,yes,FD_SB,"Food & Drink — Soup, Broth",0.447,FD_FR,Food & Drink — Fruit,0.445,FD_PO,Food & Drink — Pot,0.440
PDR236,*cānd-,to rub into paste; substance,PA_RU,PA_RU,,yes,PA_RU,Physical Acts & Materials — to Rub,0.523,PA_FS,"Physical Acts & Materials — to Flay, Skin",0.410,PA_CV,Physical Acts & Materials — to Carve,0.391
PDR237,*Cār-,"to reach, approach",MO_AR,MO_AR,,yes,MO_AR,"Motion & Transportation — to Reach, Arrive",0.547,MO_AP,Motion & Transportation — to Approach,0.509,SR_NE,Spatial Relations — Near (adj),0.438
PDR238,*cāt_-,"to declare, announce",LM_AN,LM_AN,,yes,LM_AN,Language & Music — to Announce,0.445,LJ_OA,Law & Judgment — Oath,0.400,RB_PC,Religion & Beliefs — to Preach,0.360
PDR239,*cel-,1 companion 2 sister,MK_SW,MK_SW,,yes,MK_SW,Mankind — Sister-in-Law,0.467,MK_BS,Mankind — Sibling(s),0.433,MK_SI,Mankind — Sister,0.431
PDR240,"*cel-, *celand- (*-i-)",spider,AN_SK,AN_IN,YES,yes,AN_SK,Animals — Snake,0.392,AN_IN,Animals — Insect,0.376,AN_WR,Animals — Worm,0.363
