Starling ID,Headwords,Gloss,chosen_abbr,suggestion_1,field_1,score_1,suggestion_2,field_2,score_2,suggestion_3,field_3,score_3
PDR329,*dak-,"to possess, appropriate",PT_OP,PT_OP,"Possession & Trade — to Own, Possess",0.639,PT_HA,Possession & Trade — to Have,0.559,PT_HE,Possession & Trade — Heir,0.511
PDR330,*[d]al-,"to strike, beat; cut off",PA_SH,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.537,WH_SU,Warfare & Hunting — to Surrender,0.367,WH_DF,Warfare & Hunting — Defeat (n),0.363
PDR331,*danḍ-,upper arm,BP_AR,BP_AR,Body Parts & Functions — Arm,0.667,BP_EL,Body Parts & Functions — Elbow,0.615,BP_SD,Body Parts & Functions — Shoulder,0.575
PDR332,*danṭ-,"stalk, stem",AV_SS,AV_SS,Agriculture & Vegetation — to Sow; Seed,0.343,AV_RS,Agriculture & Vegetation — Rose,0.328,AV_FU,Agriculture & Vegetation — Furrow (n),0.328
PDR333,*dap-,"thick, stout",FD_BB,FD_BB,Food & Drink — Beer,0.425,FD_PO,Food & Drink — Pot,0.379,FD_BE,Food & Drink — Beef,0.376
PDR334,*dar- (?),ashes,PW_AS,PW_AS,Physical World — Ash(es),0.506,AN_PI,Animals — Pig,0.339,AN_BA,Animals — Barrow,0.326
PDR335,*daṭ-,big,SR_SZ,SR_SZ,Spatial Relations — Size (n),0.322,SR_XL,"Spatial Relations — Big, Large, Great",0.296,TI_YR,Time — Year,0.289
PDR336,*daẓ-,"to sprout, grow, thrive, prosper",AV_SS,AV_SS,Agriculture & Vegetation — to Sow; Seed,0.556,AV_CT,"Agriculture & Vegetation — to Tilt, Cultivate",0.544,AV_CH,"Agriculture & Vegetation — Crop, Harvest",0.536
PDR337,*dānṭ-,1 to jump 2 to cross,MO_JL,MO_JL,"Motion & Transportation — to Jump, Leap",0.562,MO_SA,Motion & Transportation — to Sail,0.372,MO_AR,"Motion & Transportation — to Reach, Arrive",0.368
PDR338,*dār-i,"way, road",MO_RA,MO_RA,Motion & Transportation — Road,0.534,MO_ST,Motion & Transportation — Street,0.494,MO_PA,Motion & Transportation — Path,0.430
PDR339,*ḍek- (*V̀ḍek-),hoof,AV_HO,AV_HO,Agriculture & Vegetation — Hoe (n),0.385,AN_CO,Animals — Cow,0.382,AN_DU,Animals — Duck,0.377
PDR340,*ḍēr-,to belch; a belch,RB_GP,RB_GP,"Religion & Beliefs — Ghost, Specter, Phantom",0.348,RB_BP,Religion & Beliefs — to Baptize,0.316,FD_BD,Food & Drink — Bread,0.303
PDR341,*dim-,flat ground; island,PW_IS,PW_IS,"Physical World — Isle, Island",0.609,PW_GS,"Physical World — Ground, Soil",0.482,PW_EL,"Physical World — Earth, Land",0.444
PDR342,*ḍip- (?),hill,PW_MH,PW_MH,"Physical World — Hill, Mountain",0.651,AN_BA,Animals — Barrow,0.345,PW_VA,"Physical World — Dale, Valley",0.345
PDR343,*djol-,saliva,BP_SP,BP_SP,Body Parts & Functions — to Spit,0.599,BP_MO,Body Parts & Functions — Mouth,0.586,BP_LC,Body Parts & Functions — to Lick,0.516
PDR344,*doḍ-,"big, stout",FD_BB,FD_BB,Food & Drink — Beer,0.476,FD_BE,Food & Drink — Beef,0.408,FD_PO,Food & Drink — Pot,0.394
PDR345,*doḍ-i,"backyard, stable",DF_YR,DF_YR,"Dwellings & Furniture — Yard, Court",0.490,AN_ST,"Animals — Stall, Stable",0.461,AN_PS,Animals — Pasture,0.358
PDR346,*ḍok-,lizard,AN_SK,AN_SK,Animals — Snake,0.524,AN_MK,Animals — Monkey,0.422,AN_BR,Animals — Bear,0.418
PDR347,*ḍok- (*V̀ḍok-),breastbone; chest; belly,BP_BS,BP_BS,"Body Parts & Functions — Belly, Stomach",0.661,BP_FC,Body Parts & Functions — Front of Chest,0.635,BP_NV,Body Parts & Functions — Navel,0.629
PDR348,*ḍol-,"to lie down, sleep",BP_SL,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.559,TI_NG,Time — Night,0.389,BP_WA,Body Parts & Functions — to Wake,0.361
PDR349,*ḍoŋ-,thief; to steal,PT_TH,PT_TH,Possession & Trade — Thief,0.756,PT_ST,Possession & Trade — to Steal,0.651,PT_RR,Possession & Trade — to Rob; Robber,0.622
PDR350,*ḍop-,a k. of basket,PA_BA,PA_BA,Physical Acts & Materials — Basket,0.440,PT_LO,Possession & Trade — to Lose,0.346,FD_PJ,"Food & Drink — Jug, Pitcher",0.339
PDR351,*dorb-,lungs,BP_CO,BP_CO,Body Parts & Functions — to Cough,0.587,BP_BB,Body Parts & Functions — to Breathe; Breath,0.554,BP_FC,Body Parts & Functions — Front of Chest,0.455
PDR352,*dor_-,"to get, find; to be near; to resemble",SR_NE,SR_NE,Spatial Relations — Near (adj),0.397,SP_LO,Sense Perception — to Look,0.389,SR_LS,"Spatial Relations — Like, Similar",0.377
PDR353,*dos-,"grief, calamity; weariness",EM_GS,EM_GS,"Emotion — Grief, Sorrow",0.732,EM_MF,Emotion — Misfortune,0.550,EM_CW,"Emotion — to Cry, Weep",0.548
PDR354,*dōc-ai,a k. of cake,FD_CA,FD_CA,Food & Drink — Cake,0.583,FD_PA,Food & Drink — Pan,0.323,FD_BA,Food & Drink — to Bake,0.311
PDR355,*ḍōk-,eggshell,BP_EG,BP_EG,Body Parts & Functions — Egg,0.490,AN_DU,Animals — Duck,0.381,AN_HN,Animals — Hen,0.379
PDR356,*ḍōm-,mosquito,AN_IN,AN_IN,Animals — Insect,0.604,AN_BI,Animals — Bird,0.507,AN_FL,Animals — Fly (n),0.451
PDR357,*dōnṭ-,"hook, pole with hook",PA_RC,PA_RC,"Physical Acts & Materials — Rope, Cord",0.263,SR_HK,"Spatial Relations — Hook, Crook",0.262,LJ_PN,"Law & Judgment — Penalty, Punishment",0.217
PDR358,*ḍōŋk- (?),hole; to dig holes,SR_HL,SR_HL,Spatial Relations — Hole,0.458,AV_DI,"Agriculture & Vegetation — to Dig, Delve",0.392,AN_HU,Animals — to Hunt,0.313
PDR359,*duḍ-,"to quiver, throb; to precipitate",WH_BW,WH_BW,Warfare & Hunting — Bow,0.367,WH_AW,Warfare & Hunting — Arrow,0.348,AV_TH,Agriculture & Vegetation — to Thresh,0.339
PDR360,*duḍ-,"club, stick",WH_CL,WH_CL,Warfare & Hunting — Club,0.454,PW_MT,"Physical World — Match, Fire Stick",0.366,MO_MS,Motion & Transportation — Mast,0.289
PDR361,*dugVl-,cloth,CA_CL,CA_CL,Clothing & Adornment — Cloth,0.746,CA_TW,Clothing & Adornment — Towel,0.662,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.659
PDR362,*duk-,obsequies; graveyard,BP_GR,BP_GR,"Body Parts & Functions — Grave, Tomb",0.465,BP_BD,Body Parts & Functions — to Bury the Dead,0.385,BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",0.374
PDR363,*dum-,dust,PW_DU,PW_DU,"Physical World — Dust, Powder",0.708,PW_SA,"Physical World — Sand, Grit",0.434,PW_MI,"Physical World — Mist, Fog, Haze",0.406
PDR364,*dum-,to jump; to climb,MO_JL,MO_JL,"Motion & Transportation — to Jump, Leap",0.628,MO_RL,"Motion & Transportation — to Lift, Raise",0.434,MO_FY,Motion & Transportation — to Fly,0.409
PDR365,*ḍum- (?),bone,BP_BN,BP_BN,Body Parts & Functions — Bone,0.650,BP_NA,"Body Parts & Functions — Nail, Claw",0.451,BP_TE,Body Parts & Functions — Toe,0.395
PDR366,*dunḍ-,bud,EM_GD,EM_GD,Emotion — Good,0.289,TI_AL,Time — Always,0.278,AN_KI,Animals — Kid,0.271
PDR367,*dup-,bush; bird's nest,AN_BI,AN_BI,Animals — Bird,0.663,AN_CK,"Animals — Cock, Rooster",0.486,AN_GS,Animals — Goose,0.467
PDR368,*dūd_-,to mention a name,LM_CN,LM_CN,"Language & Music — to Call, Name",0.344,LM_NA,Language & Music — Name,0.337,LM_AN,Language & Music — to Announce,0.313
PDR369,*dūl-,itch,BP_BI,BP_BI,Body Parts & Functions — to Bite,0.309,EM_GR,Emotion — to Groan,0.299,BP_SN,Body Parts & Functions — to Sneeze,0.292
PDR370,*dūnṭ-,"to thrust; to shoot, throw",MO_TH,MO_TH,Motion & Transportation — to Throw,0.579,MO_BL,Motion & Transportation — to Blow,0.466,WH_WA,"Warfare & Hunting — Arms, Weapons",0.422
PDR371,*èd-,chest,BP_FC,BP_FC,Body Parts & Functions — Front of Chest,0.620,BP_HR,Body Parts & Functions — Heart,0.423,BP_BW,Body Parts & Functions — Breast of Woman,0.415
PDR372,*èḍ-,left,SR_LF,SR_LF,Spatial Relations — Left (vs,0.492,EM_RI,Emotion — Right (adj),0.424,SR_RI,Spatial Relations — Right (vs,0.315
PDR373,*eḍ-,"to be distant, separated",SR_SE,SR_SE,Spatial Relations — to Separate,0.506,SR_SH,"Spatial Relations — to Shut, Close",0.439,SR_LE,"Spatial Relations — to Leave, Relinquish",0.439
PDR374,*ed- (?),good,EM_GD,EM_GD,Emotion — Good,0.449,EM_BD,Emotion — Bad,0.319,TI_NO,Time — Now,0.272
PDR375,*eḍḍ-,"fool, stupid",MT_FS,MT_FS,"Mind & Thought — Stupid, Foolish",0.516,AN_DU,Animals — Duck,0.311,AN_AD,"Animals — Ass, Donkey",0.282
PDR376,*èdir-,1 opposite 2 enemy,WH_EN,WH_EN,Warfare & Hunting — Enemy (in War),0.544,SO_EN,"Social Relations — Foe, Enemy",0.478,WH_DF,Warfare & Hunting — Defeat (n),0.475
PDR377,*ed_-,to shoot; to throw,MO_TH,MO_TH,Motion & Transportation — to Throw,0.561,WH_WA,"Warfare & Hunting — Arms, Weapons",0.402,WH_GP,Warfare & Hunting — Gunpowder,0.401
PDR378,*ed_-,"to go beyond, transgress",MO_PU,MO_PU,Motion & Transportation — to Pursue,0.424,MO_AR,"Motion & Transportation — to Reach, Arrive",0.411,MO_RI,Motion & Transportation — to Rise,0.397
PDR379,*ed_- (*-r_-),"lord, master, king",SO_KK,SO_KK,Social Relations — King,0.462,MK_UN,Mankind — Uncle,0.395,SO_QQ,Social Relations — Queen,0.378
PDR380,*ed_e-,to descend,MO_FA,MO_FA,Motion & Transportation — to Fall,0.427,MK_DE,Mankind — Descendant(s),0.411,MO_JL,"Motion & Transportation — to Jump, Leap",0.393
PDR381,*eg- (*n-),to jump; fly,MO_JL,MO_JL,"Motion & Transportation — to Jump, Leap",0.687,MO_FY,Motion & Transportation — to Fly,0.633,AN_FL,Animals — Fly (n),0.509
PDR382,*eɣir_-,gums,BP_TO,BP_TO,Body Parts & Functions — Tooth,0.385,BP_MO,Body Parts & Functions — Mouth,0.384,FD_SS,Food & Drink — Sugar,0.342
PDR383,*ej-,to arrive,MO_AR,MO_AR,"Motion & Transportation — to Reach, Arrive",0.551,TI_FI,Time — to Finish,0.467,TI_HH,"Time — to Hurry, Hasten",0.454
PDR384,*ek-,to climb,MO_RL,MO_RL,"Motion & Transportation — to Lift, Raise",0.371,MO_JL,"Motion & Transportation — to Jump, Leap",0.369,PW_MH,"Physical World — Hill, Mountain",0.365
PDR385,*ek-k-,"1 to pluck, pick 2 to scratch",PA_SS,PA_SS,"Physical Acts & Materials — Shears, Scissors",0.363,PA_KF,Physical Acts & Materials — Knife (tool),0.355,BP_NA,"Body Parts & Functions — Nail, Claw",0.349
PDR386,*el-,all; both,TI_AL,TI_AL,Time — Always,0.363,EM_EF,"Emotion — Feeling, Emotion",0.329,EM_HH,Emotion — Happy; Happiness,0.301
PDR387,*èl-,rat,AN_MO,AN_MO,Animals — Mouse,0.625,AN_SK,Animals — Snake,0.501,AN_AN,Animals — Animal,0.493
PDR388,*el-,light,PW_LG,PW_LG,Physical World — Light,0.668,PW_DA,Physical World — Darkness,0.504,SP_LC,Sense Perception — Light in Color,0.503
PDR389,*el- (?),to go down (of sun),PW_SU,PW_SU,Physical World — Sun,0.490,TI_AU,Time — Autumn,0.370,MO_FA,Motion & Transportation — to Fall,0.369
PDR390,*el-ai,"limit, boundary",TI_FI,TI_FI,Time — to Finish,0.238,TI_CE,Time — to Cease,0.206,MT_FR,Mind & Thought — to Forget,0.193
PDR391,*eḷ-i-,"small, contemptible; to disparage",EM_DC,EM_DC,Emotion — Deceit,0.398,LJ_CN,Law & Judgment — to Condemn,0.384,QN_LF,"Quantity & Number — Few, Little",0.374
PDR392,*eliŋ-,voice,LM_VO,LM_VO,Language & Music — Voice (n),0.672,LM_SG,Language & Music — to Sing,0.518,LM_ST,"Language & Music — to Speak, Talk",0.500
PDR393,*el-[mb-],bone,BP_BN,BP_BN,Body Parts & Functions — Bone,0.650,BP_NA,"Body Parts & Functions — Nail, Claw",0.451,BP_TE,Body Parts & Functions — Toe,0.395
PDR394,*elub-,white ant,AN_IN,AN_IN,Animals — Insect,0.454,AN_EL,Animals — Elephant,0.405,AN_BE,Animals — Bee,0.391
PDR395,*elv-,"wave, flood",PW_WV,PW_WV,"Physical World — Wave, Surge",0.671,PW_RS,"Physical World — Brook, Stream, River",0.460,PW_WA,Physical World — Water,0.425
PDR396,*eṇ-,to count,QN_EN,QN_EN,Quantity & Number — Enough,0.449,QN_MO,Quantity & Number — More,0.426,QN_TH,Quantity & Number — Three,0.385
PDR397,*eṇ- (-nṭ-),eight,TI_AG,TI_AG,Time — Age,0.363,QN_TP,Quantity & Number — Three Apiece,0.356,QN_EN,Quantity & Number — Enough,0.346
PDR398,*end_-,"sunshine, heat of sun",PW_SU,PW_SU,Physical World — Sun,0.650,TI_SM,Time — Summer,0.503,TI_WI,Time — Winter,0.466
PDR399,*eŋ-[c-],to be left over (of food),FD_AM,FD_AM,Food & Drink — a Meal,0.494,FD_DN,Food & Drink — Dinner,0.463,FD_PL,Food & Drink — Plate,0.450
PDR400,*er-,"to cut down (grass, bushes, etc.)",AV_SH,AV_SH,Agriculture & Vegetation — Shovel (n),0.464,AV_DI,"Agriculture & Vegetation — to Dig, Delve",0.462,AV_RA,Agriculture & Vegetation — Rake (n),0.457
PDR401,*er-,dark-brown colour; blood,SP_DC,SP_DC,Sense Perception — Dark in Color,0.473,BP_BL,Body Parts & Functions — Blood,0.411,SP_CO,Sense Perception — Color,0.388
PDR402,*erāg-i,a k. of plant,AV_LE,AV_LE,Agriculture & Vegetation — Leaf,0.520,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.516,AV_FL,Agriculture & Vegetation — Flower,0.487
PDR403,*erd-,bullock,AN_CO,AN_CO,Animals — Cow,0.456,AN_CF,Animals — Calf,0.429,AN_PI,Animals — Pig,0.420
PDR404,*er-i-,"to light, burn",PW_BU,PW_BU,"Physical World — to Burn, Scorch",0.612,PW_FL,Physical World — Flame (n),0.430,PW_FI,Physical World — Fire (n),0.409
PDR405,*erm-,female buffalo,AN_FE,AN_FE,Animals — Female Animal,0.612,AN_CO,Animals — Cow,0.557,AN_BU,Animals — Bull,0.533
PDR406,*er-Vc-,wild dog,AN_DO,AN_DO,Animals — Dog,0.602,AN_BU,Animals — Bull,0.554,AN_PU,Animals — Puppy,0.553
PDR407,*er-Vk-,to defecate,BP_ED,BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",0.499,BP_FB,"Body Parts & Functions — to Fart, Break Wind",0.401,BP_VO,Body Parts & Functions — to Vomit,0.394
PDR408,*er_-,red,SP_RD,SP_RD,Sense Perception — Red,0.587,SP_CO,Sense Perception — Color,0.461,SP_LC,Sense Perception — Light in Color,0.434
PDR409,*er_-,worm,AN_WR,AN_WR,Animals — Worm,0.832,AN_IN,Animals — Insect,0.451,AN_SK,Animals — Snake,0.396
PDR410,*er_- (*-d_-),eaves,EM_GL,EM_GL,"Emotion — Fame, Glory",0.310,TI_SN,Time — Season,0.293,EM_PV,Emotion — to Play,0.292
PDR411,*[e]r_ek-,"wing, feather",BP_FE,BP_FE,Body Parts & Functions — Feather,0.604,BP_WI,Body Parts & Functions — Wing,0.524,AN_GS,Animals — Goose,0.491
PDR412,*[e]r_ep-,eyelid,BP_EY,BP_EY,Body Parts & Functions — Eye,0.526,BP_EB,Body Parts & Functions — Eyebrow,0.506,BP_CK,Body Parts & Functions — Cheek,0.384
PDR413,*er_umb-,ant,AN_EL,AN_EL,Animals — Elephant,0.440,AN_BE,Animals — Bee,0.439,AN_IN,Animals — Insect,0.439
PDR414,*es-,to shine,EM_GL,EM_GL,"Emotion — Fame, Glory",0.353,TI_FI,Time — to Finish,0.327,SP_SH,"Sense Perception — to Shine, Glisten",0.312
PDR415,*esar-,water for boiling,FD_BO,FD_BO,Food & Drink — to Boil (trans,0.629,FD_KE,Food & Drink — Kettle,0.516,FD_CO,Food & Drink — to Cook,0.449
PDR416,*et-,to lift; to carry (child),MO_RL,MO_RL,"Motion & Transportation — to Lift, Raise",0.587,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",0.459,MO_CA,"Motion & Transportation — to Bear, Carry",0.451
PDR417,*evVg- (?),leaf,AV_LE,AV_LE,Agriculture & Vegetation — Leaf,0.695,AV_TR,Agriculture & Vegetation — Tree (generic),0.453,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.414
PDR418,*eẓ- (?),beautiful,EM_BF,EM_BF,Emotion — Beautiful,0.527,EM_JG,"Emotion — Glad, Joyful",0.378,EM_TH,Emotion — Thanks (n),0.343
PDR419,*eǯ-,number,QN_NU,QN_NU,Quantity & Number — Number,0.681,QN_NN,Quantity & Number — Numerals,0.605,QN_ON,Quantity & Number — One,0.579
PDR420,*ēd_-,"to separate, sift",SR_SE,SR_SE,Spatial Relations — to Separate,0.378,PA_SP,Physical Acts & Materials — to Split,0.342,SR_DI,Spatial Relations — to Divide,0.293
PDR421,*ēg-,to walk,MO_WA,MO_WA,Motion & Transportation — to Walk,0.670,MO_FE,Motion & Transportation — to Flee,0.501,MO_DA,Motion & Transportation — to Dance,0.490
PDR422,*ēk-,to cool down,BP_SW,BP_SW,"Body Parts & Functions — Sweat, Perspiration",0.331,TI_WI,Time — Winter,0.317,BP_BD,Body Parts & Functions — to Bury the Dead,0.304
PDR423,*ēḷ-,"to sing, song",LM_SG,LM_SG,Language & Music — to Sing,0.705,LM_ST,"Language & Music — to Speak, Talk",0.519,LM_WE,Language & Music — to Write,0.467
PDR424,*ēl-,cardamom,MK_MW,MK_MW,"Mankind — Wedding, Marriage",0.323,FD_PP,Food & Drink — Pepper,0.323,FD_ML,Food & Drink — Mill,0.316
PDR425,*ēḷ-,wisdom,MT_IR,MT_IR,"Mind & Thought — Reason, Intelligence",0.423,MT_WI,Mind & Thought — Wise,0.384,EM_GF,Emotion — Good Fortune,0.370
PDR426,*ēl_-,1 to receive 2 to bestow,QN_ON,QN_ON,Quantity & Number — One,0.402,QN_TP,Quantity & Number — Three Apiece,0.354,QN_FI,Quantity & Number — First,0.348
PDR427,*ēmar_- (*-d_-),perplexed; deceived,EM_DC,EM_DC,Emotion — Deceit,0.477,EM_LI,"Emotion — Lie, Falsehood",0.351,EM_WA,"Emotion — Wonder, Astonishment",0.325
PDR428,*ēṇ-,"boundary, edge",SR_ED,SR_ED,Spatial Relations — Edge,0.555,SR_HW,"Spatial Relations — Hollow, Concave",0.341,SR_CN,"Spatial Relations — Angle, Corner",0.333
PDR429,*ēnd-,to dance,MO_DA,MO_DA,Motion & Transportation — to Dance,0.644,LM_SG,Language & Music — to Sing,0.430,LM_ST,"Language & Music — to Speak, Talk",0.419
PDR430,*ēŋ-,"1 to long for, desire 2 to grieve",EM_GS,EM_GS,"Emotion — Grief, Sorrow",0.436,TI_FI,Time — to Finish,0.426,EM_HP,Emotion — Hope (n),0.415
PDR431,*ēr- (?),to see,SP_SE,SP_SE,Sense Perception — to See,0.464,SP_LO,Sense Perception — to Look,0.391,SP_SW,Sense Perception — to Show,0.385
PDR432,*ēr_- (*-d_-),to rise; steep,MO_RL,MO_RL,"Motion & Transportation — to Lift, Raise",0.484,MO_RI,Motion & Transportation — to Rise,0.474,PW_MH,"Physical World — Hill, Mountain",0.396
PDR433,*ēr_- (*-d_-),male,MK_MS,MK_MS,Mankind — Male,0.648,MK_FS,Mankind — Female,0.514,AN_MA,Animals — Male Animal,0.497
PDR434,*ēv-,to command,SO_CR,SO_CR,"Social Relations — to Order, Command",0.403,TI_FI,Time — to Finish,0.314,EM_PL,Emotion — to Please,0.299
PDR435,*gad-,to cry; to scold,EM_CW,EM_CW,"Emotion — to Cry, Weep",0.674,EM_PL,Emotion — to Please,0.493,EM_GR,Emotion — to Groan,0.491
PDR436,*gaḍ-,grass,AV_GR,AV_GR,Agriculture & Vegetation — Grass,0.663,AN_PS,Animals — Pasture,0.532,AN_PV,Animals — to Pasture,0.484
PDR437,*gàḍ-,"period, term",TI_TI,TI_TI,Time — Time (period),0.615,TI_NM,Time — Names of the Months,0.489,TI_MT,Time — Month,0.454
PDR438,*gaḍam-,beard; chin,BP_BE,BP_BE,Body Parts & Functions — Beard,0.646,BP_CN,Body Parts & Functions — Chin,0.552,BP_NK,Body Parts & Functions — Neck,0.412
PDR439,*gamp-,basket,PA_BA,PA_BA,Physical Acts & Materials — Basket,0.514,FD_PJ,"Food & Drink — Jug, Pitcher",0.410,PT_LS,Possession & Trade — Loss,0.394
PDR440,*gaṇ-,joint,BP_EL,BP_EL,Body Parts & Functions — Elbow,0.444,BP_KN,Body Parts & Functions — Knee,0.426,BP_AR,Body Parts & Functions — Arm,0.390
PDR441,*ganḍ-,male,MK_MS,MK_MS,Mankind — Male,0.648,MK_FS,Mankind — Female,0.514,AN_MA,Animals — Male Animal,0.497
PDR442,*ganS-,"to bind, yoke",MO_YO,MO_YO,Motion & Transportation — Yoke,0.418,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",0.374,PA_BI,Physical Acts & Materials — to Bind,0.343
PDR443,*gant- (*-e-?),to jump,MO_JL,MO_JL,"Motion & Transportation — to Jump, Leap",0.650,MO_FY,Motion & Transportation — to Fly,0.410,MO_TH,Motion & Transportation — to Throw,0.382
PDR444,*ganṭ-/*geṇ-,joint; ankle,BP_TE,BP_TE,Body Parts & Functions — Toe,0.528,BP_FT,Body Parts & Functions — Foot,0.528,BP_KN,Body Parts & Functions — Knee,0.512
PDR445,*gaR-,to spread,PT_LO,PT_LO,Possession & Trade — to Lose,0.331,PT_GI,Possession & Trade — to Give,0.314,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.311
PDR446,*gar_-,long feather,BP_FE,BP_FE,Body Parts & Functions — Feather,0.555,AN_HN,Animals — Hen,0.498,AN_GS,Animals — Goose,0.462
PDR447,*gaṭ-,"clever, skilful",MO_SS,MO_SS,"Motion & Transportation — to Slip, Slide",0.306,CA_SL,Clothing & Adornment — Slipper,0.302,MO_JL,"Motion & Transportation — to Jump, Leap",0.296
PDR448,"*gaṭ-, *kaṭ-, *ganṭ-","1 strong, hard 2 lump 3 spleen",BP_SM,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",0.343,BP_TR,Body Parts & Functions — Throat,0.340,BP_RI,Body Parts & Functions — Rib,0.333
PDR449,*gav-,"care, sympathy, pity",EM_PT,EM_PT,Emotion — Pity (n),0.658,EM_GS,"Emotion — Grief, Sorrow",0.604,EM_CA,Emotion — Care (n),0.600
PDR450,*gav-i,cave,PW_SR,PW_SR,"Physical World — Rock, Stone",0.400,AN_ST,"Animals — Stall, Stable",0.350,WH_CP,"Warfare & Hunting — Captive, Prisoner",0.347
PDR451,*gaviseṇ-,"a case, cover",PT_PU,PT_PU,Possession & Trade — Purse,0.380,CA_CK,Clothing & Adornment — Cloak,0.342,CA_PO,Clothing & Adornment — Pocket,0.337
PDR452,*gavḷ-i,lizard,AN_SK,AN_SK,Animals — Snake,0.524,AN_MK,Animals — Monkey,0.422,AN_BR,Animals — Bear,0.418
PDR453,*gaẓ-,stick,PW_MT,PW_MT,"Physical World — Match, Fire Stick",0.447,FD_PA,Food & Drink — Pan,0.298,FD_BT,Food & Drink — Butter,0.293
PDR454,*gaẓ-[Vd-],paddy field,AV_BA,AV_BA,Agriculture & Vegetation — Barn,0.440,AN_PS,Animals — Pasture,0.390,AV_FC,Agriculture & Vegetation — Field for Cultivation,0.380
PDR455,*gāḷ-,"wind, air",PW_WI,PW_WI,"Physical World — Wind, Breeze",0.749,PW_AI,"Physical World — Air, Ether",0.545,PW_MI,"Physical World — Mist, Fog, Haze",0.503
PDR456,*gāḷ-,fish-hook,AN_FI,AN_FI,Animals — Fish (n),0.476,AN_FM,Animals — Fisherman,0.468,AN_MU,Animals — Mule,0.381
PDR457,*gām- (?),"to increase, exceed",QN_MO,QN_MO,Quantity & Number — More,0.418,QN_EN,Quantity & Number — Enough,0.394,MO_RL,"Motion & Transportation — to Lift, Raise",0.355
PDR458,*gās-i,trouble,TI_HR,TI_HR,Time — Hour,0.357,TI_MT,Time — Month,0.333,EM_BD,Emotion — Bad,0.333
PDR459,*gel-,to win,WH_FI,WH_FI,Warfare & Hunting — to Fight,0.395,PT_LO,Possession & Trade — to Lose,0.395,WH_VI,Warfare & Hunting — Victory,0.384
PDR460,*genḍ-,a k. of fish,AN_FI,AN_FI,Animals — Fish (n),0.596,AN_FM,Animals — Fisherman,0.533,AN_AN,Animals — Animal,0.362
PDR461,*genǯ-,water from boiled rice,FD_BO,FD_BO,Food & Drink — to Boil (trans,0.538,AV_RI,Agriculture & Vegetation — Rice,0.463,FD_KE,Food & Drink — Kettle,0.449
PDR462,*geṭ-,hoof,AV_HO,AV_HO,Agriculture & Vegetation — Hoe (n),0.385,AN_CO,Animals — Cow,0.382,AN_DU,Animals — Duck,0.377
PDR463,*giḍ-,"hawk, falcon",AN_BI,AN_BI,Animals — Bird,0.520,AN_FL,Animals — Fly (n),0.468,AN_GS,Animals — Goose,0.431
PDR464,*gil-i,fear,EM_FF,EM_FF,"Emotion — Fear, Fright",0.705,EM_DG,"Emotion — Peril, Danger",0.536,EM_AN,Emotion — Anxiety,0.536
PDR465,*ginḍ-i,drinking vessel,FD_DR,FD_DR,Food & Drink — to Drink,0.476,FD_PJ,"Food & Drink — Jug, Pitcher",0.471,FD_WI,Food & Drink — Wine,0.437
PDR466,*gir_-,giddy,EM_JY,EM_JY,Emotion — Joy,0.324,EM_JG,"Emotion — Glad, Joyful",0.321,EM_SU,Emotion — Surprise,0.307
PDR467,*gīr_-,line; to draw lines,SR_LN,SR_LN,Spatial Relations — Line,0.562,LM_LI,Language & Music — Line (n),0.435,LM_PC,Language & Music — Pencil,0.358
PDR468,*goḍ-,barren (woman or cow),AN_CO,AN_CO,Animals — Cow,0.535,AN_CB,"Animals — Cattle, Bovines",0.424,RB_NU,Religion & Beliefs — Nun,0.415
PDR469,*goḷ-ai,anus,AN_EL,AN_EL,Animals — Elephant,0.406,AN_SK,Animals — Snake,0.344,MK_AU,Mankind — Aunt,0.341
PDR470,*gonṭ-,bamboo tube,AN_SK,AN_SK,Animals — Snake,0.289,AN_BA,Animals — Barrow,0.281,AV_LE,Agriculture & Vegetation — Leaf,0.273
PDR471,*goŋk-,hook; curved,PA_BN,PA_BN,Physical Acts & Materials — to Bend,0.408,SR_HK,"Spatial Relations — Hook, Crook",0.391,PA_RC,"Physical Acts & Materials — Rope, Cord",0.361
PDR472,*gor_-,deer,AN_DE,AN_DE,Animals — Deer,0.892,AN_CO,Animals — Cow,0.578,AN_BR,Animals — Bear,0.546
PDR473,*gōḍ-,wall,DF_WL,DF_WL,Dwellings & Furniture — Wall,0.564,AN_BU,Animals — Bull,0.379,DF_DG,"Dwellings & Furniture — Door, Gate",0.352
PDR474,*gōk- (?),to look up,SP_LO,SP_LO,Sense Perception — to Look,0.314,MT_KN,Mind & Thought — to Know,0.314,SR_CG,"Spatial Relations — to Gather, Collect",0.302
