Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
*aŋl-,"to weep, to grieve",,Nostratic etymology,,,,,,,,,"A formerly nominal root, as is seen from the strong position of the inlaut consonant (*áŋal->aŋ(g)al-in modern languages instead of*aŋál->*agál-). // Present in 3/6 branches.",,,,,,,5,8,
*aŋl-,to weep loudly,,Dravidian etymology,,,,,,,,,,,,31,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=969&root=config
*aŋ(a)l-,"to yawn, gape",,Nostratic etymology,,,,,,,,,A bisyllabic root with the inlaut nasal cluster (*-ŋ-=*-ŋg-) in a strong position. Auslaut*-l-is most probably lost in SDR where bisyllabic roots of this kind (with a second long vowel) never end in liquid resonants. // Present in 4/6 branches.,,,,,,,5,10,
*aŋ(a)l-,to gape,,Dravidian etymology,,"Also KURaŋglnā,aŋglaʔānāto gape, open the mouth wide, be open; MLTaŋg̣loopen-mouthed.",,,,,,,,,,34,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=51&root=config
*ar- (?),to approach; neighbour,,,,,,,,,,,"Cf. also Betul Gondiaraluk waiānā'to follow persistently, closely'. Stems likearuvuin SDR show that the root was bisyllabic in PDR. // Present in 3/6 branches.",,,,,,,6,8,
*ar-,neighbours,,Dravidian etymology,,,,,,,,,"Obviously an expressive formation, but possibly from an historically solid PDR root.",,,222,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=970&root=config
*ar-g-,to climb,,,,,,,,,,,"A NDR-only root; the tentative match with Tuluarumbuis possible, but hard to accept because of different suffixation and the isolated character of the word in Tulu. Phonetically the NDR form is also a good match for*arú-'to approach', but the semantics raises certain doubts. // Present in 2/6 branches.",,,,,,,6,10,
*ar-g-,"to climb, mount an animal, rise (as sun, moon, stars), rise in pitch (as a drum), get puffed up, (eyes) are turned up before death; (argas) to make climb, lift, haul up, take upon one's shoulders, lay a burden on, begin, raise, increase",,Dravidian etymology,,"Also KURargtaʔānā,argaʔānāto make climb, lift up, etc.; MLTargtreto lift, raise.",,,,,,,"A good example on the differentiation of the 'active' and 'concealed'-j-in Kurukh verbal stems: the -j-preterite and simple preterite stems respectively reflect the unmarked and the causative meanings. In Malto the ""concealed""-j-is implicitly indicated by the stop-g-(*arg-nāwould have yielded*arg̣-e).",,,231,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=28&root=config
*as-r-,"to shake, stir, tremble; (to sweep)",,,,,,,,,,,"The development*-ai>-i(as in Kan. and Tel.) is probably due to the influence of the inlaut sibilant fricative. PKG*aj-is a rather weak match; however, semantically 'sweep' certainly can be traced back to 'stir', and phonetically PDR*asái-k-> pre-PKG*as-k-> PKG*aj-k-is a possible development considering that we do not know the exact behaviour of PDR*-s-in such an environment. // Present in 4/6 branches.",,,,,,,6,17,
*as-r-,to tremble,,Dravidian etymology,,,,,,,,,"See KR-17. In DEDR the Malto form is tentatively compared with Tam.ayir'to suspect', etc., but it is hardly reasonable to separate it from Kurukhasrnāto which it corresponds perfectly.",,,37,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=41&root=config
