Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"āge (aqqa) ""to know, understand""",to know,,Dravidian etymology,,"Also KURaxkā,akhkāknowledge, experience; MLTāg̣reto get accustomed to.",,,,,,,"The lack of vowel length in Kurukh is probably secondary (possibly due to the influence of nominal derivatives where the vowel was shortened before clusters). Inlaut -g-, -g̣- in Malto and -x- in Kurukh point to PNDR  *-q-  (PNDR*āq-nā>  Kurukhax-nā, PNDR pret.*āq-as>  Kurukhakkh-aswith the regular gemination *-q- > *-qq- > -kkh-). The preterite form in Malto - with gemination, no less - is unclear.",,,17,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=68&root=config
"āl-urqe ""to grow up to maturity""","adult, mature",,Dravidian etymology,,"Also KURālasan adult male person, husband, friend, servant, soldier.",,,,,,,,,,399,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=61&root=config
ali,hailstone,,Dravidian etymology,,,,,,,,,"В малто необъяснимое сокращение долготы. Возможно, форму следует реконструировать с кластером (*alC-), обусловившим сокращение гласного.",,,384,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=62&root=config
amu,"water, urine, dropsy",,Dravidian etymology,,Also MLTam-amreto water (as the mouth);amsrowaterish.,,,,,,,,,,187,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=20&root=config
"ān_ṛeṭe ""to lean or rest on pillows""","to lean against, press",,Dravidian etymology,,MLT may not belong here.,,,,,,,,,,409,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=66&root=config
"ātg̣e ""leaf, palm of the hand""",leaf,,Dravidian etymology,,Also MLTātg̣en ēreto divine by looking at a leaf;ātg̣oa diviner.,,,,,,,Vowel shortening in Kurukh may be due to the consonant cluster.,,,141,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=72&root=config
"ōyu ""cow, ox""",cow,,Dravidian etymology,,,,,,,,,,,,334,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=609&root=config
āwole,to yawn,,Dravidian etymology,,,,,,,,,Реконструкция условна (нетривиальная фонетическая структура в обоих языках).,,,392,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=55&root=config
bagḍe,shank of the leg,,Dravidian etymology,,Also MLTbagḍ-poṭicalf of the leg.,,,,,,,,,,3816,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=75&root=config
"bake ""forceps""",claws,,Dravidian etymology,,,,,,,,,,,,3814,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=76&root=config
"bāc-naqe ""to employ the plural form when relatives by law address one another""",to respect,,Dravidian etymology,,Also KURbāenā xoenāto shun; MLTbāc-naqpoa relative by law.,,,,,,,,,,4090,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=104&root=config
"behe ""to exist, be""",to be,,Dravidian etymology,,,,,,,,,Нерегулярный случай с нетривиальным соответствием (малто -h-!).,,,4427,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=115&root=config
bēku,salt,,Dravidian etymology,,Also MLTbēkbēkreto taste saltish.,,,,,,,,,,4428,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=117&root=config
"birg̣e ""to mix, add, join""","to mix, add (esp. food)",,Dravidian etymology,,"Also KURbirxīmixture of rice and marwa used in rice-beer brewing; MLTbirg̣reto be mixed, be joined, keep company with.",,,,,,,,,,5407,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=129&root=config
posan_g̣e,soot,,Dravidian etymology,,,,,,,,,,,,4467,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=690&root=config
"potg̣e, potg̣o","froth, foam",,Dravidian etymology,,,,,,,,,,,,4463,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=686&root=config
