Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"kūrk- (kūruk-) ""to sleep briefly, take a nap""",to sleep,,Dravidian etymology,,"Also Parjikūrukuḍ,kūrkukuḍdrowsiness; (S)gurgalsleep, night",,,,,,,,,,1902,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=628&root=config
"sā- (sāg-, say-)",to die,,Dravidian etymology,,Also Parjicāñcorpse,,,,,,,,,,2426,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=167&root=config
"sirl- (silr-, silir-) ""to rotate""","to revolve, rotate",,Dravidian etymology,,"Also Parjicirḍip-(cirḍit-) to make to turn;cirḍukuḍcircuit, roundabout way;cirl-to revolve;cirlip-(cirlit-) to make to revolve; Salur caus.sirlap-; Gadba_S3silurp-id. (tr.)",,,,,,,,,,2684,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=1147&root=config
"manu ""earth, clay""",sand,,Dravidian etymology,,,,,,,,,,,,4666,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=650&root=config
"manjig ""unhusked rice""",rice,,Dravidian etymology,,,,,,,,,,,,4639,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=657&root=config
māyi,placenta,,Dravidian etymology,,,,,,,,,,,,4783,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=694&root=config
mās-,to be dirty,,Dravidian etymology,,Also Gadba_S3māpap-to make dirty,,,,,,,,,,4792,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=691&root=config
mellaga,slowly,,Dravidian etymology,,,,,,,,,,,,5078,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=698&root=config
"mekkap- ""to eat like a glutton""",to eat,,Dravidian etymology,,,,,,,,,,,,5077,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=697&root=config
"met- ""to paint thickly""",to smear,,Dravidian etymology,,,,,,,,,,,,5066,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=705&root=config
"meṭṭa ""high land""","hill, mountain",,Dravidian etymology,,,,,,,,,,,,5058,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=704&root=config
"munake ""firefly""","flash, spark",,Dravidian etymology,,,,,,,,,,,,4876,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=720&root=config
muddun,blunt,,Dravidian etymology,,,,,,,,,,,,5118,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=750&root=config
modaṭ,first,,Dravidian etymology,,,,,,,,,,,,4950,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=731&root=config
"molk- (moluk-) ""to bow down""",to bow,,Dravidian etymology,,"Also Parjimuṛd-to lie flat on the face;muṛtip-(muṛtit-) to cause to lie flat on the face, turn upside down;muṛdilprone",,,,,,,,,,5123,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=736&root=config
"mōpap- (-t-) ""to keep something heavy""",heavy; burden,,Dravidian etymology,,,,,,,,,,,,5126,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=740&root=config
