Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
d-ē(r),[interrogative base],,Nostratic etymology,,,,,,,,,,,,,,,,28,14,
d-ē(r),who (sg. or pl.),,Dravidian etymology,,,,,,,,,,,,5151,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=55&root=config
harr-ifing,to know,,Nostratic etymology,,,,,,,,,,,,,,,,28,17,
harr-ifing,"to inquire, ask",,Dravidian etymology,,,,,,,,,,,,314,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=255&root=config
hēṭ,goat,,Nostratic etymology,,,,,,,,,,,,,,,,29,3,
hēṭ,she-goat,,Dravidian etymology,,,,,,,,,,,,5152,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=81&root=config
xar-ēn,"1 bitter; sharp 2 severe, cruel 3 exceeding, great",,Nostratic etymology,,,,,,,,,Unclear*-ṭ-in Gondwan (an old accented form as opposed to unaccented forms in other dialects?),,,,,,,29,8,
xar-ēn,bitter,,Dravidian etymology,,,,,,,,,,,,1135,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=231&root=config
xal,stone,,Nostratic etymology,,,,,,,,,,,,,,,,30,9,
xal,"stone, boulder",,Dravidian etymology,,,,,,,,,,,,1298,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=219&root=config
xall-ing,to steal; thief,,Nostratic etymology,,,,,,,,,,,,,,,,30,12,
xall-ing,to lift (cattle),,Dravidian etymology,,,,,,,,,,,,1372,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=220&root=config
xall-ing,to uproot (weeds); to strip,,Nostratic etymology,,,,,,,,,,,,,,,,30,13,
xan,eye,,,,,,,,,,,,,,,,,,31,4,
karr-ak,"1 bank 2 bridge, border",,Nostratic etymology,,,,,,,,,The Brahui form is dubious since it has k- and not x-.,,,,,,,32,6,
karr-ak,"bank. shore, brim, border, edging, near",,Dravidian etymology,,,,,,,,,,,,1293,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=102&root=config
xar,"anger, enmity",,Nostratic etymology,,,,,,,,,,,,,,,,32,16,
xar,angry,,Dravidian etymology,,,,,,,,,,,,1396,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=226&root=config
xwā-fing,to wait; to watch out,,,,,,,,,,,,,,,,,,34,1,
xwā-fing,"to make to graze, take to graze",,Dravidian etymology,,Alsoxwāhingto graze.,,,,,,,,,,1416,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=238&root=config
xāx-ar,to be hot; dry,,Nostratic etymology,,,,,,,,,,,,,,,,34,9,
xāxar,"fire, anger, jealousy",,Dravidian etymology,,,,,,,,,,,,1458,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=239&root=config
xāx-ō,crow,,,,,,,,,,,"Looks like*kāv-meant 'cawing of crows', while*kāk-was the word for 'crow' itself.",,,,,,,34,10,
xāx-ō,crow,,Dravidian etymology,,,,,,,,,,,,1425,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=240&root=config
tri-kkal,"leg, foot",,Nostratic etymology,,,,,,,,,Brahui?,,,,,,,34,12,
tri-kkal,tripod of three sticks on which tent is hung,,Dravidian etymology,,,,,,,,,,,,1479,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=201&root=config
kalūṛ (?),to burn,,Nostratic etymology,,,,,,,,,,,,,,,,34,14,
kalūṛ,ashes,,Dravidian etymology,,Bray 155.,,,,,,,,,,,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=269&root=config
xan-ing,to see,,,,,,,,,,,"Actually, while the root itself represents the famous example of the PDR morphological *a/*ā gradation (cf.*kaṇ-'eye'), the North Dravidian and Brahui forms are probably derived of the noun itself, as there is no vowel length evident.",,,,,,,35,1,
xan-ing,to see,,Dravidian etymology,,,,,,,,,,,,1443,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=225&root=config
xīs-un,dark red,,Nostratic etymology,,,,,,,,,,,,,,,,35,7,
xīs-un,red; gold,,Dravidian etymology,,,,,,,,,,,,1931,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=242&root=config
"kanning (kar-, ka-, kē-)",to do,,Nostratic etymology,,,,,,,,,,,,,,,,35,12,
