Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"akappa, akappān, āppa",ladle,,Dravidian etymology,,,,,,,,,Kannadaāpeis re-borrowed from Tamil (Kannada does not normally tolerate loss of inlaut *-g-).,,,0006,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=5&root=config
akatti,pea-tree,,Dravidian etymology,,,,,,,,,"Only an old inlaut cluster can account for the correspondences between Tamil and Kannada; the cluster is clearly seen in the Old Indian borrowingagasti-. Some of the Kannada forms (or even all of them) may actually be borrowed from Telugu, which would still leave us with the same correspondence, but between Tamil and Telugu.",,,0005,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=4&root=config
"akaẓuka, akiẓuka",to dig,"akiẓ,akaẓimoat, ditch, trench;akiḷ,akilmoat, earth wall",Dravidian etymology,,,,,,,,,,,,0011,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=10&root=config
aka,"to sprout, flourish","akekkato bud;avabud, esp. the fruit-like sprout of Artocarpus;avekkato sprout",Dravidian etymology,,,,,,,,,,,,0015,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=14&root=config
akil,eagle-wood,,Dravidian etymology,,,,,,,,,"Tamilakkumay point to a more archaic monosyllabic form, but could be a later back formation as well.",,,0013,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=12&root=config
ācci,mother; woman,tāyimother,Dravidian etymology,,,,,,,,,,,,0364,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=327&root=config
ayyan,father; father's brother,tamayanelder brother,Dravidian etymology,,,,,,,,,"Just like*t-and-, this root commonly refers to 'father' as an honourable mention. The original meaning differentiation may have been preserved in Kodagu, whereappë= 'father', whileayyë= 'father's brother, male cousin'; none of the other languages present an equally clear picture. The only common PSDR stem is the one in*-n(*ajja-n, pl.*ajja-r).",,,0196,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=175&root=config
ayyam,"to doubt, suspect",,Dravidian etymology,,,,,,,,,"Kittel's forms with initialn-do not fit into the picture at all from a strictly phonetic point of view (the fact that *ń-is regularly eliminated in some positions in some Dravidian languages does not mean that we can easily correlate any two Kannaḍa dialectal variants with and without the initial nasal). They are rather to be compared with similar Tamil roots likenaccu'tease, vex, trouble'.",,,0190,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=171&root=config
akka,elder sister,,Dravidian etymology,,,,,,,,,,,,0023,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=20&root=config
"a, ā",that,,Dravidian etymology,,,,,,,,,,,,0001,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=4686&root=config
alla,not,"allātēelse, otherwise, except;allāykilif not",Dravidian etymology,,,,,,,,,,,,0234,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=211&root=config
aḷukkuka,to fear,"aḷukkamawe, fear;aḷarkkato lament, cry;aḷarccabellowing;aḷappushriek",Dravidian etymology,,,,,,,,,,,,0306,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=275&root=config
ala,to suffer,"alaŋŋuka,alukkato be worn out, grow lean;aluppuweariness;alampalhaving enough of it, vexation;alayukato be wearied;alaccalvexation, mourning;alasal,alaśalagitation, fatigue, disappointment;alasukato be tired;alatitroublesome;alappuconfusion, stir, fright;alamputrouble;alampukato be agitated, tired;aluvalbustle, business;allalsorrow, grief;allatumult, disturbance",Dravidian etymology,,,,,,,,,"In Tamil there exists evidence for at least three bisyllabic stems with similar semantics:ala-,alu-,alai-. The variant with-u-is the least well represented of the three and may be secondary (e. g., a back-formation fromaluppu, which itself would be a reduced dialectal variant of*alappu). The other two, however, both find parallels outside of the Tamil-Malayalam area (cf. the Kan. oppositionala-ale), and the question is whether they go back to the same root or not. According to the general policy of DEDR, we would have to judge in favour of the former; in this particular case, however, even Burrow & Emeneau note that ""these etyma and those s. v. Ta.alaŋkuseem to have started from two roots with different basic meanings: suffer and move, shake"". It seems, therefore, reasonable to trace*ala-back to a stem with the basic meaning 'suffer', and*alai-back to 'move, shake, dangle', with a whole bunch of derived forms (see*ala-ŋ-,*ala-ṭ-, etc.). For the same reason of numerous possible contaminations, however, that Burrow & Emeneau also complain about, we do not separate the forms in this database entry.",,,0236,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=213&root=config
aḷakka,to measure,"aḷavumeasure, capacity, measure of time;aḷattammeasurement;aḷavanmeasurer",Dravidian etymology,,,,,,,,,,,,0295,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=265&root=config
alappan,to chatter,"alappuchattering, confused noise;alavanloquacious babbler;alar_ukato roar, bellow, cry (as elephant, tiger, woman in labour);alarccaroaring, etc.;aḷavanboaster, exaggerator",Dravidian etymology,,,,,,,,"IRUlāruto shout, roar, (woman) gossips","SDR presents evidence for two different stems, most probably descended from the same bisyllabic root*ala-. Not quite clear is the geminated-ll-in Tamilallappan_(cf. its absence in Mal.alappan; possibly an irregularity of expressive character).",,,0245,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=222&root=config
alaku,blade,,Dravidian etymology,,,,,,,,,,,,0237,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=214&root=config
ala,"to move, shake","alukka,alaŋŋukato shake;alaŋŋalcommotion;aluŋŋalstir;alukkukato agitate;alayukato fluctuate, be tossed, roam;alekkukato beat against (as waves on a shore);anaŋŋukato move, shake;anakkukato shake, fan, excite;anakkammoving, shaking",Dravidian etymology,,,,,,,,"IRUlē-(lend-) to roam, wander","Burrow & Emeneau rightly state that the root must have undergone severe contamination with*ala-'to suffer'. The different forms are even harder to disentangle because of the root's high productivity: derivate stems*ala-ŋ-,*ala-mb-, and*ala-s-all go back to at least PSDR and probably even further back.",,,0240,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=217&root=config
alakkuka,to wash,alakkuwashing;alampukato shake clothes in water,Dravidian etymology,,,,,,,,,"Auslaut*-ai-is clearly seen in such forms as Tam.alai-cu(alongside the less archaicala-cu) and, of course, Kan.ale. In most cases, however, the original stem has been extended by means of the suffix*-mb-, with PSDR*-ai-neutralised in this position (*alai-mb->*alamb-).",,,0246,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=223&root=config
alar,to blossom,"alaria flower;alarukato open (as flowers), be hot and dry;alarccaheat, lust",Dravidian etymology,,,,,,,,,"Kannaḍa and Tulu present several variants with different kinds of assimilations and metatheses in the resonant department, which seems to be a rather common thing with stems ending in two resonants.",,,0247,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=224&root=config
alli,water-lily,,Dravidian etymology,,,,,,,,,,,,0256,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=231&root=config
