Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
kavvī (pl. kauk/kavk),ear,,Gondwan etymology,,,,,,,,,,,848,1977,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=473&root=config
"kicmānā ""to pinch, scratch""",to pinch,,Gondwan etymology,,"Also Gondi_Mukism-to pinch; Gondi_Trkiccānāto pick bhājī, i.e. green leaves for salad",,,,,,,,,"700, 671, 672",1513,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=481&root=config
"kilītānā ""to cry out, scream""","to weep, cry",,Gondwan etymology,,Also Gondi_Mu caus.kilh-/kilih-,,,,,,,,,695,1574,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=484&root=config
korangeḍ,ear-wax,,Gondwan etymology,,,,,,,,,,,"924, 1170",1855,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=517&root=config
"kolstānā, kulsānā ""to forge""","to repair, mend",,Gondwan etymology,,Also Gondi_A (SR)kolmismithy,,,,,,,,,948,2133,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=509&root=config
"kharrā ""frost""",cold,,Gondwan etymology,,,,,,,,,,,995,2168,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=412&root=config
"kohkānā ""to crush, pound, butt, gore""","to crush; to butt, strike",,Gondwan etymology,,"Also Gondi_Akoṭelamallet; Gondi_Mu, Gondi_Makoṭeladrumstick; Gondi_Mukohk-to gore; Gondi_A (Su.)kohk-to grind into a paste, pound (in a mortar), beat stalks of millet, wheat, etc. on the ground so that the seeds fall down",,,,,,,,,"882, 959",2063,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=502&root=config
kōr (pl. kōhk),horn,,Gondwan etymology,,,,,,,,,,,980,2200,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=533&root=config
kurkī,thigh,,Gondwan etymology,,,,,,,,,,,779,1840,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=548&root=config
"kurumne āyānā ""to dry up, perish""",to dry up,,Gondwan etymology,,,,,,,,,,,772,1778,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=587&root=config
kurrā,"male calf, bull calf",,Gondwan etymology,,,,,,,,,,,785,1801,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=575&root=config
