Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"cuḷy ""whirlpool in river""",to turn,,South Dravidian etymology,,"Also Kotacuyghair-whorl on person's head, whorls of hair on animal's back indicating by position excellence or badness; Todatuḍy-(tuḍs-) to move in a circle, lounge, loaf about; (tuḍc-) to turn (tr.) in a circle;tǖs_churnstick, in:tǖs öṛf-(öṛt-) to churn (at tī dairy; lit. to lift or erect the churnstick);tǖl mēṇpost by which the churnstick is held erect with ring-fastenings;tǖl goṭyring-fastening which attaches churnstick to post",,,,,,,"Todatǖs_""churnstick"" is not quite clear etymologically.",,,2698,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=131&root=config
dag dag in- (id_-),(flame) burns brightly,,South Dravidian etymology,,Also Kotadagdagnwith a good light,,,,,,,,,,2998,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1252&root=config
"taḍ, taṇḍ ""stem of plant, trunk of tree""","stem, trunk",,South Dravidian etymology,,,,,,,,,,,,3056,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=702&root=config
dapm (obl.dapt-),"stoutness, thickness",,South Dravidian etymology,,"Also Kotadabaṛ,dabaḷstoutness of body",,,,,,,,,,3070,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1250&root=config
daṭ,thick thread woven into cloth to produce raised effect,,South Dravidian etymology,,,,,,,,,,,,3020,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1255&root=config
"dāṭ- (dāṭy-) ""to cross (mark, stream, mountain, road)""",to cross,,South Dravidian etymology,,,,,,,,,The nasal cluster is suggested by external data as well as by the past stem in Kota (*dāṭ-ǐ-should have yielded*dāc-).,,,3158,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=140&root=config
ādāry,"road, path",,South Dravidian etymology,,,,,,,,,,,,3170,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1187&root=config
jol,saliva,,South Dravidian etymology,,,,,,,,,,,,2862,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1322&root=config
doḍ,"big, great",,South Dravidian etymology,,Also Kotadoḍ-(doḍy-) to grow big,,,,,,,,,,3491,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1259&root=config
tūṇḍ- (tūṇḍy-),to force to an action,,South Dravidian etymology,,,,,,,,,,,,3380,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1572&root=config
"ed ""trunk from chest to navel; courage""",chest; courage,,South Dravidian etymology,,Also Kotaed mārchest of body (mārid.),,,,,,,Todaeɵyis most probably a borrowing (regularly*edä>*eɵwould be expected) from Kannadaede.,,,827,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=148&root=config
"eṛ ""left side""",left,,South Dravidian etymology,,,,,,,,,,,,449,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=169&root=config
"edyr ""enemy""",opposite,,South Dravidian etymology,,,,,,,,,,,,795,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=151&root=config
"eyr- (erc-) ""to cut, kill, slaughter (animal); (head) aches""",to cut,,South Dravidian etymology,,"Also Kotaeyrla cut; ?et-(ety-) to fight;ērpa cut, blow;ēr(p) pāṛpain of wound; Toda ?-et_-(-et_y-) mediative-causative suffix (e. g.tɨnet_-to cause to eat);ox et_to make broad",,,,,,,"Todaet_-phonetically is a good match for Tamiler_r_u, but the semantic connection is dubious. Vice versa for Kotaet-, where the semantics is good, but we should rather be expecting*et_-.",,,859,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=174&root=config
"iṇḍ- (iṇḍy-), iṇḍc- (iṇḍc-)","to twist (something wet), oppress by uninterrupted action upon",,South Dravidian etymology,,,,,,,,,,,,4183,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=237&root=config
"erg- (ergy-) ""to go down, (food) is swallowed""",to descend; to swallow,,South Dravidian etymology,,"Also Kotaerk-(erky-) to put down (load), reduce (a fine), (priest) unties (front hair knot);ergdown; Todaer_kdown, the east;mud_y ir_k-(ir_ky-) to shave (beard and hair) in payment of vow (lit. to make the hair descend, < Tamil)",,,,,,,,,,516,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=166&root=config
"el, elm",all,,South Dravidian etymology,,"Also Toda (rare in prose)el,elmid.;om elomall of us;nɨm elomall of you",,,,,,,,,,844,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=155&root=config
eyj,rat,,South Dravidian etymology,,,,,,,,,,,,833,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=176&root=config
elv,bone,,South Dravidian etymology,,Also Todakɨt_ eɫ̣fankle;pɨd_-es_pheel,,,,,,,,,,839,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=159&root=config
eṭ,eight,,South Dravidian etymology,,Also Kotaem bateighty; Todapūṭeighteen,,,,,,,,,,784,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=164&root=config
"ecl ""water that has been used to wash hands after eating, remnants of food, food eaten as part of ceremony as leavings from offerings""",remnants; pollution,,South Dravidian etymology,,,,,,,,,Toda*icɨlinstead of*icɨs_through dissimilation?,,,780,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=147&root=config
et,bull,,South Dravidian etymology,,"Also Todae(ṭ) ṭeška circle of bullocks (in song;eṭ< Badagaeṭṭubull, bullock)",,,,,,,,,,815,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=173&root=config
"erv- (erd-) ""to shine brightly (anything except sun)""",to shine,,South Dravidian etymology,,Also Todaēffever,,,,,,,Todaēf<*ēŕp<*er-i-p-ǝ(= Tam.erippu).,,,811,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=167&root=config
im,female buffalo,,South Dravidian etymology,,Also Todaɨfemale buffalo (followed by buffalo name in vocative; in songs),,,,,,,,,,816,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=235&root=config
rek,"wing, feather",,South Dravidian etymology,,,,,,,,,,,,2591,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1535&root=config
irb,ant,,South Dravidian etymology,,,,,,,,,"Final*-r_bis reconstructed (a) based on external data and (b) since*-rbregularly > Kota, Toda-b(see*irb,*karb).",,,864,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=239&root=config
et- (eyt-),"to take (by picking up and carrying), take off (cloak), raise (as legs to the sky when one is knocked down), join (hands in salutation), open (eyes in amazement), build (house)",,South Dravidian etymology,,,,,,,,,,,,796,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1275&root=config
"ēl- (ēt_-) ""to catch in something held up""","to get, receive",,South Dravidian etymology,,"Also Kotaērpāṛ-(obl.ērpāṭ-) preparation, selection of a man to do something;ērpaṛt-(ērpaṛty-) to prepare (thing or to do something), appoint (a person)",,,,,,,"Kotaērpāṛ-, etc. < Tamil.",,,905,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=179&root=config
"ēmār- (ēmāry-) ""to gasp (from sudden fright, shock, while dying)""",to cheat,,South Dravidian etymology,,Also Kotaēmān-(ēmānd-) to be cheated; be dazed by being caught suddenly in wrongdoing;ēmāt-(ēmāty-) to cheat;ēmātltricks,,,,,,,"One would normally expect the suffix*-āt_-to appear in the transitive forms, but at least on the PN level it definitely looked like*-āt-. The lack of*ē>ādevelopment in Toda is probably due to a strong-ā-in the second syllable.",,,898,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=181&root=config
ēṇer,edge,,South Dravidian etymology,,,,,,,,,,,,886,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1280&root=config
"edk- (edky-) ""to jump high, (Todas) dance""",to jump,,South Dravidian etymology,,,,,,,,,,,,895,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=149&root=config
ēŋg- (ēŋgy-),to grieve,,South Dravidian etymology,,Also Kotaēkatmextreme sorrow,,,,,,,,,,878,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1279&root=config
"ēr- (ēry-) ""(advice) is listened to""",to rise,,South Dravidian etymology,,"Also Kotaēr,ērēr,ērrup;ērbig;ēt_-(ēc-) to place (burden) on (person or animal);ēt_lact of raising (e. g. a fine);ēt_ aṇedge of bank of stream or tank (or with 5159); Todaȫr_c-(ȫr_č-) to make high;et_-(et_y-) to raise, in:pōw ful et_-to thatch the tī dairy (i. e. to raise the thatching grass to/of the dairy),ās_ fōnet_-to burn the model house at a woman's funeral (lit. to raise the house to the sky)",,,,,,,In Todaet_-the vowel is short most probably because it functions only in compounds.,,,916,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=187&root=config
"ēlv ""matter, affair, errand""",matter; command,,South Dravidian etymology,,"Also Todaēfɨl ōɫ̣,ēf ōɫ̣servant",,,,,,,"Todaēfɨlcertainly looks like a Tamil borrowing, but the other variant may well be archaic. Metathesis in Kota.",,,909,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=180&root=config
"gaḍv, gayṛ ""fixed or appointed time""",fixed time,,South Dravidian etymology,,"Also Todakoṛyfixed period (of imprisonment or purgatory), fixed time for paying a loan",,,,,,,"Kotagayṛ, Todakoṛy< Kan.gaḍi.",,,1109,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=191&root=config
kaṇ,joint of bamboo or cane,,South Dravidian etymology,,,,,,,,,,,,1160,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=272&root=config
gaṇḍ,male,,South Dravidian etymology,,,,,,,,,,,,1173,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=196&root=config
garl,quill of feather,,South Dravidian etymology,,Also Kotatōkrlsmall peg used in pegging down hide to dry (tōl+karl),,,,,,,,,,1389,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1290&root=config
"kaṭy ""solid lump""",to swell,,South Dravidian etymology,,"Also Kotakaṭ-kāvlclose watch;kaṛcvery hard, brittle steel;kaṛggristle",,,,,,,,,,1148,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=201&root=config
"gav ""pity, simpathy""","love, pity",,South Dravidian etymology,,,,,,,,,,,,1328,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=197&root=config
gad,paddyfield,,South Dravidian etymology,,,,,,,,,,,,1355,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1283&root=config
gel- (ged_-),to win,,South Dravidian etymology,,"Also Kotagelc-(gelc-) to win and secure something;gela goal, test, objective in race, a win in a game",,,,,,,,,,1972,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=199&root=config
"kaj nīr ""water poured off rice""",rice-porridge,,South Dravidian etymology,,,,,,,,,,,,1107,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=256&root=config
